name,length,num_reads,num_reads_primary,gc,ct
TcCLB.503669.20,153,14,10,0.484,0.641
TcCLB.503669.30,200,6,5,0.425,0.59
TcCLB.503669.39,NA,0,NA,NA,NA
TcCLB.503671.10,127,25,7,0.386,0.323
TcCLB.503671.20,65,7,4,0.4,0.631
TcCLB.503671.30,192,9,5,0.396,0.5
TcCLB.503671.39,NA,0,NA,NA,NA
TcCLB.503675.10,99,8,5,0.444,0.505
TcCLB.503675.20,1128,25,8,0.442,0.44
TcCLB.503675.40,864,117,112,NA,NA
TcCLB.503677.10,119,494,321,0.37,0.42
TcCLB.503677.20,346,2,1,0.312,0.639
TcCLB.503677.29,146,1,1,0.349,0.562
TcCLB.503677.4,NA,0,NA,NA,NA
TcCLB.503683.11,1430,11,2,0.369,0.568
TcCLB.503683.20,248,6,2,0.452,0.488
TcCLB.503683.30,2236,26,10,0.413,0.522
TcCLB.503685.10,823,74,47,0.435,0.478
TcCLB.503685.20,40,1,1,0.475,0.45
TcCLB.503685.30,957,634,348,0.435,0.386
TcCLB.503685.5,NA,0,NA,NA,NA
TcCLB.503689.10,553,24,11,0.427,0.432
TcCLB.503689.20,115,7,3,0.513,0.557
TcCLB.503689.30,395,17,4,0.359,0.501
TcCLB.503689.34,43,14,10,0.372,0.465
TcCLB.503689.4,33,10,8,0.545,0.182
TcCLB.503689.40,148,18,9,0.412,0.649
TcCLB.503697.100,234,39,29,0.376,0.372
TcCLB.503697.110,98,15,11,0.357,0.571
TcCLB.503697.120,1068,8,2,0.346,0.477
TcCLB.503697.130,507,20,5,0.442,0.578
TcCLB.503697.140,484,30,6,0.481,0.333
TcCLB.503697.20,285,9,3,0.477,0.425
TcCLB.503697.30,181,7,5,0.431,0.519
TcCLB.503697.40,1819,246,148,0.432,0.484
TcCLB.503697.50,186,7,4,0.409,0.435
TcCLB.503697.60,79,2,1,0.481,0.291
TcCLB.503697.70,330,131,88,0.358,0.476
TcCLB.503697.9,NA,0,NA,NA,NA
TcCLB.503697.90,183,12,5,0.421,0.486
TcCLB.503713.10,103,14,7,0.398,0.417
TcCLB.503713.20,77,3,2,0.39,0.649
TcCLB.503713.30,1561,64,46,0.441,0.534
TcCLB.503713.40,84,7,4,0.571,0.595
TcCLB.503713.50,NA,0,NA,0.559,0.471
TcCLB.503715.10,28,13,4,0.464,0.357
TcCLB.503715.20,2257,575,166,0.402,0.437
TcCLB.503715.30,457,2934,994,0.348,0.241
TcCLB.503715.40,3020,153,124,0.406,0.458
TcCLB.503717.10,533,8,4,0.512,0.619
TcCLB.503717.120,1055,38,12,0.494,0.585
TcCLB.503717.130,NA,0,NA,0.544,0.481
TcCLB.503717.15,111,4,4,0.604,0.577
TcCLB.503717.20,171,4,2,0.567,0.591
TcCLB.503717.31,246,9,4,0.484,0.565
TcCLB.503717.40,25,5,2,0.56,0.36
TcCLB.503717.5,83,286,137,0.554,0.422
TcCLB.503717.50,379,9,8,0.43,0.591
TcCLB.503717.60,74,3,2,0.514,0.473
TcCLB.503717.71,559,1,1,0.429,0.576
TcCLB.503717.80,361,8,3,0.535,0.62
TcCLB.503717.90,3067,26,16,0.537,0.519
TcCLB.503745.10,64,58,39,0.312,0.578
TcCLB.503745.20,130,15,6,0.408,0.415
TcCLB.503745.25,423,13,7,0.423,0.504
TcCLB.503745.30,357,106,17,0.353,0.471
TcCLB.503747.10,1027,60,16,0.425,0.507
TcCLB.503747.20,31,2,1,0.258,0.613
TcCLB.503747.30,433,9,4,0.342,0.54
TcCLB.503747.40,1216,145,46,0.332,0.608
TcCLB.503749.10,339,428,378,0.44,0.431
TcCLB.503749.20,174,6,4,0.408,0.414
TcCLB.503749.30,532,22,14,0.551,0.491
TcCLB.503749.5,NA,0,NA,NA,NA
TcCLB.503749.60,90,127,57,0.4,0.3
TcCLB.503751.10,241,1,1,0.344,0.622
TcCLB.503751.20,494,22,6,0.451,0.441
TcCLB.503751.30,NA,0,NA,0.528,0.453
TcCLB.503753.10,186,6,4,0.446,0.468
TcCLB.503753.20,246,10,3,0.443,0.439
TcCLB.503753.29,NA,0,NA,NA,NA
TcCLB.503755.10,72,5,4,0.444,0.583
TcCLB.503755.20,344,5,2,0.52,0.43
TcCLB.503755.30,783,10,9,0.386,0.635
TcCLB.503755.50,267,14,9,0.345,0.566
TcCLB.503755.54,166,17,8,0.506,0.524
TcCLB.503755.60,1859,18,7,0.426,0.572
TcCLB.503757.10,170,574,358,0.535,0.506
TcCLB.503757.20,152,20,5,0.421,0.382
TcCLB.503757.30,2142,316,109,0.362,0.434
TcCLB.503757.40,54,10,3,0.37,0.352
TcCLB.503757.49,NA,0,NA,NA,NA
TcCLB.503759.10,778,22,13,0.521,0.562
TcCLB.503759.30,2115,66,37,0.559,0.484
TcCLB.503759.59,NA,0,NA,NA,NA
TcCLB.503761.20,1190,41,13,0.524,0.535
TcCLB.503761.30,NA,0,NA,0.519,0.526
TcCLB.503761.40,365,208,116,0.529,0.603
TcCLB.503761.50,245,5,3,0.506,0.429
TcCLB.503767.10,590,37,11,0.398,0.517
TcCLB.503767.20,1084,74,36,0.569,0.462
TcCLB.503767.5,1155,45,12,0.487,0.478
TcCLB.503777.10,459,28,21,0.29,0.527
TcCLB.503777.19,100,50,8,0.35,0.13
TcCLB.503777.4,NA,0,NA,NA,NA
TcCLB.503779.10,17,4,3,0.059,0
TcCLB.503779.100,131,2,2,0.359,0.336
TcCLB.503779.109,NA,0,NA,NA,NA
TcCLB.503779.20,53,1,1,0.453,0.472
TcCLB.503779.30,403,57,17,0.434,0.471
TcCLB.503779.40,16,68,41,0.438,0.25
TcCLB.503779.50,25,3,2,0.56,0.4
TcCLB.503779.60,NA,0,NA,0.311,0.537
TcCLB.503779.70,26,20,12,0.538,0.462
TcCLB.503779.80,72,3,2,0.403,0.611
TcCLB.503783.17,355,60,31,0.431,0.577
TcCLB.503783.34,1153,25,8,0.561,0.534
TcCLB.503783.50,958,3,2,0.554,0.497
TcCLB.503783.70,395,6,3,0.428,0.587
TcCLB.503783.80,392,111,76,0.513,0.635
TcCLB.503789.10,NA,0,NA,0.43,0.589
TcCLB.503789.20,441,4,2,0.458,0.49
TcCLB.503789.30,49,4,2,0.327,0.633
TcCLB.503789.34,241,42,15,0.427,0.498
TcCLB.503789.40,37,72,32,0.459,0.297
TcCLB.503789.60,556,6,2,0.372,0.585
TcCLB.503789.70,115,265,130,0.461,0.557
TcCLB.503793.10,469,154,109,0.309,0.501
TcCLB.503793.20,NA,0,NA,NA,NA
TcCLB.503795.10,233,4,1,0.442,0.429
TcCLB.503799.10,633,469,381,0.436,0.431
TcCLB.503799.4,NA,0,NA,0.5,0.476
TcCLB.503801.20,161,260,180,0.379,0.602
TcCLB.503801.30,156,246,140,0.397,0.596
TcCLB.503801.50,25,534,196,0.32,0.12
TcCLB.503801.60,38,6,4,0.474,0.395
TcCLB.503801.70,484,9,2,0.417,0.531
TcCLB.503801.79,277,34,11,0.437,0.401
TcCLB.503801.9,NA,0,NA,0.546,0.404
TcCLB.503803.10,489,29,4,0.395,0.45
TcCLB.503803.20,1818,304,141,0.386,0.518
TcCLB.503803.4,NA,0,NA,NA,NA
TcCLB.503805.10,199,4,3,0.452,0.477
TcCLB.503805.20,104,133,99,0.423,0.442
TcCLB.503805.3,NA,0,NA,NA,NA
TcCLB.503805.30,23,24,5,0.783,0.261
TcCLB.503805.40,365,22,12,0.422,0.608
TcCLB.503805.6,529,18,6,0.41,0.512
TcCLB.503805.9,36,7,2,0.306,0.667
TcCLB.503811.10,480,222,67,0.417,0.552
TcCLB.503811.20,43,56,9,0.605,0.372
TcCLB.503811.40,126,14,6,0.54,0.444
TcCLB.503811.45,452,21,9,0.423,0.54
TcCLB.503811.50,145,13,5,0.469,0.379
TcCLB.503811.60,179,25,8,0.413,0.408
TcCLB.503811.70,197,5,3,0.396,0.345
TcCLB.503811.80,398,10,8,0.472,0.568
TcCLB.503813.10,711,701,520,0.411,0.451
TcCLB.503813.20,20,62,55,0.5,0.1
TcCLB.503813.30,315,159,87,0.448,0.327
TcCLB.503819.10,284,231,56,0.43,0.222
TcCLB.503819.20,349,7,5,0.401,0.513
TcCLB.503819.30,663,202,88,0.424,0.412
TcCLB.503821.10,164,18,4,0.415,0.591
TcCLB.503821.19,1104,345,174,0.409,0.497
TcCLB.503821.5,1249,333,207,0.459,0.444
TcCLB.503829.10,1083,228,194,0.41,0.505
TcCLB.503829.30,57,5,2,0.386,0.632
TcCLB.503829.40,358,9,5,0.45,0.419
TcCLB.503829.50,272,82,71,0.456,0.412
TcCLB.503829.70,200,6,1,0.435,0.39
TcCLB.503829.80,80,430,361,0.3,0.45
TcCLB.503829.89,67,24,18,0.403,0.672
TcCLB.503831.20,348,25,9,0.457,0.33
TcCLB.503831.40,140,8,2,0.493,0.464
TcCLB.503833.10,247,2,1,0.381,0.591
TcCLB.503833.20,122,2,2,0.336,0.598
TcCLB.503833.30,217,9,6,0.355,0.507
TcCLB.503833.40,52,266,109,0.385,0.635
TcCLB.503833.50,66,160,43,0.379,0.409
TcCLB.503833.60,171,13,9,0.48,0.585
TcCLB.503833.69,557,64,15,0.449,0.365
TcCLB.503835.10,NA,0,NA,0.426,0.596
TcCLB.503835.20,256,21,5,0.445,0.5
TcCLB.503835.30,173,2,1,0.48,0.48
TcCLB.503835.39,NA,0,NA,NA,NA
TcCLB.503835.5,362,42,15,0.409,0.436
TcCLB.503841.10,348,11,6,0.431,0.379
TcCLB.503841.20,714,14,3,0.423,0.504
TcCLB.503841.30,177,19,9,0.401,0.548
TcCLB.503841.40,229,20,8,0.459,0.424
TcCLB.503841.50,NA,0,NA,0.363,0.578
TcCLB.503841.60,595,15,6,0.277,0.531
TcCLB.503841.70,125,9,4,0.24,0.568
TcCLB.503841.80,125,87,14,0.408,0.528
TcCLB.503853.10,162,24,16,0.481,0.414
TcCLB.503855.10,433,39,17,0.411,0.54
TcCLB.503855.20,580,177,43,0.416,0.547
TcCLB.503855.30,357,49,17,0.345,0.515
TcCLB.503855.40,171,65,18,0.398,0.48
TcCLB.503855.50,NA,0,NA,0.311,0.363
TcCLB.503855.60,2309,918,476,0.392,0.487
TcCLB.503855.80,1037,14,3,0.396,0.542
TcCLB.503859.10,NA,0,NA,0.548,0.53
TcCLB.503859.25,NA,0,NA,0.556,0.511
TcCLB.503859.40,321,29,27,0.564,0.595
TcCLB.503859.45,345,1,1,0.429,0.568
TcCLB.503859.50,NA,0,NA,0.559,0.6
TcCLB.503859.60,NA,0,NA,0.607,0.504
TcCLB.503863.9,511,2,1,0.406,0.582
TcCLB.503865.20,23,28,5,0.435,0.739
TcCLB.503865.30,81,40,24,0.407,0.593
TcCLB.503865.40,172,12,6,0.314,0.547
TcCLB.503865.50,158,70,56,0.297,0.709
TcCLB.503865.60,246,20,3,0.358,0.431
TcCLB.503865.70,173,19,8,0.254,0.445
TcCLB.503865.80,NA,0,NA,0.482,0.535
TcCLB.503867.10,49,6,3,0.224,0.551
TcCLB.503867.20,858,4,3,0.562,0.553
TcCLB.503867.5,NA,0,NA,NA,NA
TcCLB.503873.10,119,627,106,0.328,0.336
TcCLB.503875.10,309,202,144,0.56,0.595
TcCLB.503875.30,352,9,6,0.545,0.602
TcCLB.503875.40,327,130,114,0.413,0.336
TcCLB.503881.10,28,211,37,0.214,0.107
TcCLB.503881.20,9,4,2,0.556,0.222
TcCLB.503881.30,1042,7,2,0.538,0.487
TcCLB.503881.39,224,43,21,0.42,0.562
TcCLB.503881.4,NA,0,NA,NA,NA
TcCLB.503881.50,628,51,40,0.346,0.535
TcCLB.503883.10,NA,0,NA,0.659,0.494
TcCLB.503885.10,119,2,2,0.546,0.513
TcCLB.503885.100,1152,11,6,0.398,0.479
TcCLB.503885.20,180,8,3,0.389,0.611
TcCLB.503885.30,41,24,16,0.244,0.268
TcCLB.503885.40,83,22,8,0.494,0.542
TcCLB.503885.50,127,15,8,0.425,0.504
TcCLB.503885.60,121,13,7,0.298,0.554
TcCLB.503885.70,167,8,2,0.437,0.581
TcCLB.503885.80,310,10,2,0.529,0.548
TcCLB.503885.90,46,126,74,0.283,0.261
TcCLB.503887.10,4,9,4,0.25,0.5
TcCLB.503887.20,45,13,10,0.511,0.6
TcCLB.503887.30,130,12,5,0.538,0.377
TcCLB.503887.40,665,93,15,0.364,0.51
TcCLB.503887.50,214,75,36,0.467,0.383
TcCLB.503887.60,720,5,2,0.438,0.594
TcCLB.503887.70,15,4,2,0.533,0.2
TcCLB.503887.79,NA,0,NA,NA,NA
TcCLB.503893.10,17,42,16,0.059,0.059
TcCLB.503893.100,37,130,76,0.27,0.189
TcCLB.503893.120,753,22,9,0.381,0.567
TcCLB.503893.130,163,10,5,0.35,0.558
TcCLB.503893.140,2052,2,1,0.445,0.459
TcCLB.503893.150,NA,0,NA,0.359,0.515
TcCLB.503893.160,302,58,43,0.275,0.447
TcCLB.503893.170,251,45,33,0.422,0.331
TcCLB.503893.181,NA,0,NA,0.5,0.482
TcCLB.503893.30,465,76,34,0.437,0.518
TcCLB.503893.40,117,15,5,0.402,0.188
TcCLB.503893.50,93,16,12,0.398,0.591
TcCLB.503893.60,426,4,2,0.315,0.603
TcCLB.503893.70,116,15,5,0.448,0.371
TcCLB.503893.80,581,16,3,0.458,0.403
TcCLB.503893.90,56,42,15,0.232,0.625
TcCLB.503895.10,97,117,72,0.423,0.381
TcCLB.503895.19,NA,0,NA,0.512,0.506
TcCLB.503897.10,406,16,9,0.466,0.488
TcCLB.503897.100,265,8,3,0.445,0.604
TcCLB.503897.110,119,12,4,0.361,0.672
TcCLB.503897.120,356,496,301,0.452,0.315
TcCLB.503897.130,119,13,5,0.521,0.546
TcCLB.503897.140,360,9,2,0.475,0.428
TcCLB.503897.150,24,7,2,0.167,0.125
TcCLB.503897.170,1928,306,169,0.367,0.493
TcCLB.503897.20,189,299,265,0.46,0.46
TcCLB.503897.30,740,191,95,0.432,0.451
TcCLB.503897.40,637,23,8,0.465,0.432
TcCLB.503897.50,502,19,7,0.396,0.494
TcCLB.503897.60,1237,835,374,0.348,0.511
TcCLB.503897.70,94,147,57,0.372,0.202
TcCLB.503897.80,845,18,3,0.43,0.551
TcCLB.503897.90,565,14,9,0.405,0.543
TcCLB.503899.10,219,9,5,0.384,0.511
TcCLB.503899.100,452,1,1,0.352,0.668
TcCLB.503899.110,378,54,22,0.259,0.606
TcCLB.503899.119,262,62,33,0.389,0.427
TcCLB.503899.130,643,756,412,0.362,0.552
TcCLB.503899.139,1,2,1,NA,NA
TcCLB.503899.20,128,105,68,0.391,0.547
TcCLB.503899.30,72,94,29,0.25,0.708
TcCLB.503899.40,631,80,40,0.384,0.513
TcCLB.503899.50,252,16,5,0.484,0.571
TcCLB.503899.60,10,32,10,0.4,0.1
TcCLB.503899.70,143,13,4,0.378,0.594
TcCLB.503899.80,63,210,100,0.302,0.206
TcCLB.503899.90,267,13,3,0.288,0.644
TcCLB.503901.18,NA,0,NA,NA,NA
TcCLB.503901.9,233,17,9,0.369,0.442
TcCLB.503903.10,92,4,1,0.37,0.457
TcCLB.503903.20,92,9,4,0.283,0.717
TcCLB.503903.30,392,23,17,0.311,0.497
TcCLB.503903.50,459,34,14,0.399,0.538
TcCLB.503903.60,333,71,15,0.429,0.571
TcCLB.503903.70,108,15,7,0.407,0.509
TcCLB.503903.79,458,11,10,0.369,0.57
TcCLB.503905.10,319,20,4,0.408,0.561
TcCLB.503905.30,162,15,5,0.346,0.525
TcCLB.503905.40,46,29,17,0.37,0.13
TcCLB.503905.50,1669,194,46,0.364,0.57
TcCLB.503907.10,477,37,12,0.421,0.627
TcCLB.503909.100,75,38,16,0.44,0.2
TcCLB.503909.110,6,353,178,0.333,0
TcCLB.503909.120,140,4,1,0.271,0.621
TcCLB.503909.19,NA,0,NA,NA,NA
TcCLB.503909.40,461,47,40,0.505,0.594
TcCLB.503909.44,483,20,4,0.476,0.474
TcCLB.503909.50,148,10,5,0.432,0.507
TcCLB.503909.60,138,9,4,0.326,0.543
TcCLB.503909.68,35,102,101,0.457,0.143
TcCLB.503909.76,201,7,2,0.448,0.577
TcCLB.503909.84,223,30,23,0.377,0.444
TcCLB.503909.90,461,4,1,0.469,0.503
TcCLB.503915.9,NA,0,NA,0.547,0.482
TcCLB.503927.9,NA,0,NA,0.529,0.488
TcCLB.503937.40,177,1,1,0.537,0.412
TcCLB.503949.40,6096,529,237,0.577,0.501
TcCLB.503951.10,4252,5,2,0.568,0.49
TcCLB.503953.10,205,68,19,0.424,0.424
TcCLB.503953.14,46,32,27,0.587,0.174
TcCLB.503953.20,306,27,15,0.451,0.565
TcCLB.503953.30,72,21,17,0.25,0.667
TcCLB.503953.40,58,1,1,0.466,0.603
TcCLB.503953.50,93,85,67,0.409,0.28
TcCLB.503953.59,NA,0,NA,0.576,0.424
TcCLB.503955.10,892,279,176,0.415,0.472
TcCLB.503955.100,212,5,2,0.41,0.34
TcCLB.503955.110,711,1,1,0.328,0.602
TcCLB.503955.20,117,118,48,0.47,0.436
TcCLB.503955.30,958,27,9,0.471,0.437
TcCLB.503955.40,1169,13,3,0.475,0.559
TcCLB.503955.50,246,9,1,0.285,0.553
TcCLB.503955.55,1337,145,38,0.401,0.492
TcCLB.503955.60,78,12,2,0.423,0.462
TcCLB.503955.70,32,544,496,0,0.25
TcCLB.503955.80,329,35,21,0.416,0.511
TcCLB.503955.89,162,17,10,0.358,0.58
TcCLB.503957.10,369,125,84,0.417,0.558
TcCLB.503957.120,774,44,37,0.42,0.543
TcCLB.503957.20,603,23,5,0.484,0.486
TcCLB.503957.25,2647,93,33,0.524,0.524
TcCLB.503957.30,87,247,225,0.414,0.264
TcCLB.503957.60,436,24,4,0.498,0.562
TcCLB.503957.90,NA,0,NA,0.533,0.507
TcCLB.503959.10,82,17,9,0.244,0.598
TcCLB.503959.20,63,18,10,0.444,0.651
TcCLB.503959.30,119,24,8,0.378,0.521
TcCLB.503959.40,87,19,14,0.322,0.621
TcCLB.503959.50,103,8,5,0.398,0.476
TcCLB.503959.60,212,353,111,0.316,0.486
TcCLB.503959.78,NA,0,NA,NA,NA
TcCLB.503967.10,264,5,2,0.481,0.47
TcCLB.503967.19,NA,0,NA,0.535,0.506
TcCLB.503967.4,922,58,40,0.351,0.5
TcCLB.503969.10,153,1,1,0.497,0.242
TcCLB.503969.20,1954,24,9,0.334,0.489
TcCLB.503971.10,341,4,1,0.425,0.349
TcCLB.503971.20,38,53,44,0.368,0.263
TcCLB.503971.30,90,9,4,0.522,0.578
TcCLB.503971.40,205,13,3,0.38,0.459
TcCLB.503971.5,446,3,1,0.386,0.558
TcCLB.503971.50,289,563,487,0.28,0.519
TcCLB.503971.59,NA,0,NA,0.418,0.547
TcCLB.503975.100,519,15,12,0.306,0.489
TcCLB.503975.20,988,24,12,0.381,0.504
TcCLB.503975.40,1116,146,26,0.273,0.494
TcCLB.503975.50,1618,29,15,0.361,0.528
TcCLB.503975.60,234,288,228,0.419,0.504
TcCLB.503975.70,1485,56,30,0.516,0.443
TcCLB.503977.15,2020,202,196,0.548,0.491
TcCLB.503977.30,170,27,10,0.582,0.576
TcCLB.503977.40,344,1,1,0.419,0.613
TcCLB.503977.50,978,3,3,0.549,0.505
TcCLB.503977.70,293,35,7,0.567,0.611
TcCLB.503977.79,NA,0,NA,0.489,0.481
TcCLB.503981.20,162,16,8,0.401,0.352
TcCLB.503981.30,547,168,137,0.399,0.642
TcCLB.503981.40,189,16,6,0.386,0.54
TcCLB.503981.50,233,12,4,0.386,0.605
TcCLB.503981.60,259,50,41,0.29,0.506
TcCLB.503981.70,84,13,5,0.405,0.607
TcCLB.503981.80,42,342,285,0.476,0.571
TcCLB.503981.9,629,318,146,0.412,0.502
TcCLB.503981.90,NA,0,NA,0.541,0.471
TcCLB.503985.10,483,8,6,0.518,0.553
TcCLB.503985.20,1022,2,1,0.54,0.511
TcCLB.503989.10,1444,1932,1281,0.373,0.552
TcCLB.503989.20,135,25,14,0.4,0.57
TcCLB.503989.30,351,14,2,0.422,0.524
TcCLB.503989.50,NA,0,NA,0.393,0.596
TcCLB.503989.60,NA,0,NA,0.485,0.533
TcCLB.503991.10,186,2,2,0.231,0.468
TcCLB.503991.20,530,8,3,0.426,0.515
TcCLB.503991.30,660,49,14,0.394,0.558
TcCLB.503991.39,NA,0,NA,0.5,0.341
TcCLB.504005.10,159,1,1,0.327,0.698
TcCLB.504005.20,170,7,4,0.376,0.512
TcCLB.504005.29,177,4,2,0.299,0.684
TcCLB.504005.3,NA,0,NA,NA,NA
TcCLB.504005.40,97,10,3,0.371,0.361
TcCLB.504005.50,104,8,2,0.413,0.519
TcCLB.504005.54,572,35,12,0.325,0.552
TcCLB.504005.6,583,371,104,0.326,0.508
TcCLB.504005.60,114,10,4,0.202,0.439
TcCLB.504009.10,57,14,6,0.421,0.281
TcCLB.504009.20,59,29,26,0.492,0.542
TcCLB.504009.30,161,30,17,0.453,0.547
TcCLB.504009.4,NA,0,NA,NA,NA
TcCLB.504009.40,8,4,2,0,0.125
TcCLB.504009.60,142,25,8,0.401,0.317
TcCLB.504009.70,324,57,28,0.383,0.537
TcCLB.504011.30,NA,0,NA,0.493,0.589
TcCLB.504011.40,NA,0,NA,0.437,0.381
TcCLB.504011.60,249,7,4,0.426,0.394
TcCLB.504011.70,96,64,30,0.448,0.573
TcCLB.504011.80,1053,53,16,0.434,0.548
TcCLB.504017.10,137,91,33,0.358,0.591
TcCLB.504017.20,160,8,7,0.412,0.7
TcCLB.504017.30,92,5,5,0.435,0.533
TcCLB.504017.40,549,19,9,0.443,0.554
TcCLB.504017.50,71,12,4,0.437,0.662
TcCLB.504017.54,48,1,1,0.521,0.271
TcCLB.504017.60,104,4,2,0.346,0.587
TcCLB.504017.70,185,5,2,0.405,0.378
TcCLB.504017.79,NA,0,NA,NA,NA
TcCLB.504019.3,206,11,5,0.66,0.311
TcCLB.504019.6,81,1,1,0.37,0.617
TcCLB.504019.9,NA,0,NA,0.437,0.522
TcCLB.504025.10,67,41,28,0.448,0.269
TcCLB.504025.19,NA,0,NA,NA,NA
TcCLB.504029.101,560,1,1,0.446,0.591
TcCLB.504029.21,NA,0,NA,NA,NA
TcCLB.504029.40,310,36,7,0.403,0.423
TcCLB.504029.50,28,10,7,0.464,0.643
TcCLB.504029.60,110,23,17,0.445,0.536
TcCLB.504029.70,369,31,12,0.431,0.363
TcCLB.504029.80,48,48,36,0.333,0.333
TcCLB.504029.90,NA,0,NA,0.578,0.496
TcCLB.504033.100,66,17,12,0.303,0.621
TcCLB.504033.110,35,71,28,0.486,0.571
TcCLB.504033.120,116,50,20,0.328,0.362
TcCLB.504033.130,477,85,24,0.405,0.593
TcCLB.504033.140,121,2,1,0.397,0.603
TcCLB.504033.160,67,25,15,0.313,0.642
TcCLB.504033.170,493,5,2,0.418,0.578
TcCLB.504033.180,193,13,6,0.492,0.342
TcCLB.504033.190,356,1,1,0.427,0.475
TcCLB.504033.200,216,7,2,0.375,0.611
TcCLB.504033.21,6110,25137,11118,0.57,0.476
TcCLB.504033.210,52,21,8,0.385,0.577
TcCLB.504033.220,35,34,10,0.486,0.629
TcCLB.504033.40,321,4,1,0.421,0.576
TcCLB.504033.53,587,11,2,0.543,0.543
TcCLB.504033.66,1268,400,129,0.528,0.498
TcCLB.504033.80,81,360,297,0.346,0.333
TcCLB.504033.90,404,16,5,0.324,0.428
TcCLB.504035.100,90,17,8,0.367,0.533
TcCLB.504035.110,244,19,17,0.324,0.672
TcCLB.504035.120,207,39,14,0.449,0.638
TcCLB.504035.130,211,12,4,0.445,0.498
TcCLB.504035.140,226,15,11,0.46,0.597
TcCLB.504035.149,NA,0,NA,NA,NA
TcCLB.504035.21,111,4,2,0.586,0.613
TcCLB.504035.41,839,1332,695,0.517,0.534
TcCLB.504035.60,61,11,4,0.328,0.525
TcCLB.504035.70,150,10,6,0.327,0.607
TcCLB.504035.80,31,9,3,0.226,0.387
TcCLB.504035.84,120,53,9,0.317,0.425
TcCLB.504035.90,166,11,9,0.386,0.596
TcCLB.504039.110,710,13,11,0.546,0.492
TcCLB.504039.120,356,2,2,0.435,0.607
TcCLB.504039.130,373,1,1,0.528,0.611
TcCLB.504039.140,189,17,11,0.577,0.487
TcCLB.504039.160,681,44,12,0.543,0.612
TcCLB.504039.170,2130,274,169,0.518,0.49
TcCLB.504039.175,153,4,3,0.503,0.471
TcCLB.504039.180,11,5,2,0.636,0.091
TcCLB.504039.200,323,4,4,0.548,0.598
TcCLB.504039.210,2860,372,222,0.598,0.455
TcCLB.504039.230,2811,16,4,0.582,0.57
TcCLB.504039.240,320,13,8,0.459,0.581
TcCLB.504039.25,NA,0,NA,0.512,0.529
TcCLB.504039.250,172,16,8,0.599,0.529
TcCLB.504039.50,1518,3,2,0.551,0.508
TcCLB.504039.57,1024,834,514,0.532,0.619
TcCLB.504039.70,552,2,2,0.591,0.551
TcCLB.504039.80,NA,0,NA,0.544,0.448
TcCLB.504039.90,354,3,2,0.562,0.599
TcCLB.504039.99,1,5,3,1,0
TcCLB.504041.10,NA,0,NA,0.126,0.693
TcCLB.504041.20,195,1,1,0.215,0.631
TcCLB.504041.29,NA,0,NA,NA,NA
TcCLB.504041.4,NA,0,NA,0.406,0.518
TcCLB.504043.10,1240,2,1,0.348,0.566
TcCLB.504047.10,158,7,5,0.43,0.538
TcCLB.504047.20,51,48,38,0.471,0.294
TcCLB.504047.30,417,9,4,0.362,0.511
TcCLB.504047.34,94,19,11,0.362,0.436
TcCLB.504047.40,334,10,4,0.395,0.65
TcCLB.504047.5,NA,0,NA,NA,NA
TcCLB.504047.50,855,4,2,0.373,0.504
TcCLB.504047.60,572,4,1,0.348,0.565
TcCLB.504047.70,28,18,8,0.464,0.464
TcCLB.504049.20,19,57,43,0.421,0.263
TcCLB.504049.30,1960,620,431,0.496,0.534
TcCLB.504049.40,639,73,18,0.473,0.466
TcCLB.504051.20,325,12,8,0.338,0.649
TcCLB.504051.30,839,390,333,0.374,0.511
TcCLB.504051.40,355,25,10,0.397,0.363
TcCLB.504051.49,85,23,9,0.459,0.459
TcCLB.504051.9,1490,570,294,NA,NA
TcCLB.504053.10,3,67,67,0,0
TcCLB.504055.10,191,4,3,0.408,0.387
TcCLB.504055.100,1067,18,5,0.536,0.515
TcCLB.504055.130,NA,0,NA,0.474,0.644
TcCLB.504055.20,29,7,6,0.483,0.517
TcCLB.504055.30,68,11,6,0.441,0.603
TcCLB.504055.40,551,47,16,0.437,0.474
TcCLB.504055.50,675,33,12,0.444,0.513
TcCLB.504055.60,158,15,7,0.418,0.525
TcCLB.504055.81,394,20,11,0.416,0.579
TcCLB.504057.104,127,44,33,0.433,0.299
TcCLB.504057.11,210,18,8,0.448,0.567
TcCLB.504057.110,2003,61,30,0.474,0.52
TcCLB.504057.120,43,3,2,0.349,0.698
TcCLB.504057.130,666,8,2,0.356,0.477
TcCLB.504057.140,1168,671,361,0.407,0.499
TcCLB.504057.145,114,61,36,0.404,0.605
TcCLB.504057.150,299,36,16,0.388,0.525
TcCLB.504057.160,13,1,1,0.462,0.154
TcCLB.504057.170,NA,0,NA,0.422,0.496
TcCLB.504057.178,233,3,2,0.339,0.567
TcCLB.504057.21,139,18,9,0.424,0.633
TcCLB.504057.30,124,1,1,0.347,0.556
TcCLB.504057.40,618,265,96,0.448,0.472
TcCLB.504057.45,492,88,75,0.366,0.573
TcCLB.504057.50,324,8,8,0.407,0.478
TcCLB.504057.60,181,1,1,0.436,0.514
TcCLB.504057.65,64,7,4,0.516,0.344
TcCLB.504057.70,225,18,6,0.453,0.533
TcCLB.504057.80,43,17,3,0.163,0.558
TcCLB.504057.90,610,26,12,0.359,0.526
TcCLB.504057.97,30,113,105,0.133,0.133
TcCLB.504073.10,31,228,68,0.129,0.387
