gene_id	gene_name	enc	cai
Tb10.v4.0164	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig	52.465	0.611
Tb10.v4.0167	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), degenerate and frameshifted pseudogene	51.895	0.606
Tb10.v4.0168	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), frameshifted pseudogene	50.883	0.603
Tb10.v4.0169	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), frameshifted and degenerate pseudogene	55.389	0.613
Tb10.v4.0172	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), point mutated pseudogene	55.082	0.606
Tb10.v4.0173	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), degenerate and frameshifted pseudogene	49.551	0.597
Tb10.v4.0175	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), degenerate and frameshifted pseudogene	47.878	0.601
Tb10.v4.0178	variant surface glycoprotein (VSG, atypical), putative,chrX additional, unordered contig	54.027	0.618
Tb10.v4.0179	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), degenerate pseudogene	53.18	0.635
Tb10.v4.0180	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), degenerate and frameshifted pseudogene	53.927	0.6
Tb10.v4.0183	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), degenerate and frameshifted pseudogene	52.915	0.604
Tb10.v4.0186	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), frameshifted pseudogene	50.655	0.603
Tb10.v4.0187	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG) frameshifted pseudogene	51.342	0.649
Tb10.v4.0188	hypothetical protein,chrX additional, unordered contig	48.853	0.543
Tb10.v4.0189	variant surface glycoprotein (VSG, atypical), putative,chrX additional, unordered contig	47.746	0.633
Tb10.v4.0190	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), degenerate and frameshifted pseudogene	52.431	0.592
Tb10.v4.0191	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig,variant surface glycoprotein (VSG), frameshifted and point mutated pseudogene	53.057	0.603
Tb10.v4.0194	hypothetical protein,chrX additional, unordered contig	22.357	0.638
Tb10.v4.0195	hypothetical protein,chrX additional, unordered contig	25.608	0.545
Tb10.v4.0196	hypothetical protein,chrX additional, unordered contig	24.036	0.55
Tb10.v4.0200	variant surface glycoprotein (VSG), putative,chrX additional, unordered contig	51.88	0.625
Tb10.v4.0205	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein (VSG, pseudogene), fragment,chrX additional, unordered contig	47.056	0.634
Tb10.v4.0208	variant surface glycoprotein (VSG, pseudogene), putative /product=,chrX additional, unordered contigs	54.119	0.627
Tb10.v4.0209	variant surface glycoprotein (VSG), putative,chrX additional, unordered contig	54.012	0.631
Tb10.v4.0211	variant surface glycoprotein (VSG), putative,chrX additional, unordered contig	49.196	0.636
Tb10.v4.0213	expression site-associated gene (ESAG), putative,expression site-associated protein 1 (ESAG1), putative,chrX additional, unordered contig	55.182	0.603
Tb10.v4.0214	expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 9 (ESAG9 pseudogene), putative,chrX additional, unordered contig	61.0	0.61
Tb10.v4.0217	hypothetical protein,chrX additional, unordered contig	58.282	0.594
Tb10.v4.0218	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 3 (ESAG3) protein, putative,chrX additional, unordered contigs	57.14	0.599
Tb10.v4.0219	retrotransposon hot spot protein (RHS, pseudogene), putative,retrotransposon hot spot protein (RHS, pseudogene), fragment,chrX additional, unordered contigs	61.0	0.608
Tb10.v4.0220	retrotransposon hot spot protein (RHS, pseudogene), putative,retrotransposon hot spot protein (RHS, pseudogene), fragment,chrX additional, unordered contigs	55.859	0.595
Tb10.v4.0225	variant surface glycoprotein (VSG, pseudogene), putative /product=,chrX additional, unordered contigs	50.651	0.583
Tb10.v4.0226	variant surface glycoprotein (VSG, pseudogene), putative /product=,chrX additional, unordered contigs	48.415	0.603
Tb10.v4.0232	variant surface glycoprotein (VSG, pseudogene), putative /product=,chrX additional, unordered contigs	49.833	0.601
Tb10.v4.0234	expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 3 (ESAG3, pseudogene), putative,chrX additional, unordered contig	45.595	0.562
Tb10.v4.0240	variant surface glycoprotein (VSG, pseudogene), putative /product=,chrX additional, unordered contigs	58.859	0.614
Tb10.v4.0246	hypothetical protein,chrX additional, unordered contigs	56.948	0.68
Tb10.v4.0247	s-adenosyl-L-methionine-c-24-delta-sterol-methy lt ransferase a, putative,chrX additional, unordered contigs	55.983	0.715
Tb10.v4.0248	hypothetical protein,chrX additional, unordered contigs	59.061	0.715
Tb10.v4.0249	hypothetical protein,chrX additional, unordered contigs	58.292	0.665
Tb10.v4.0254	variant surface glycoprotein (VSG, pseudogene), putative,chrX additional, unordered contig	49.524	0.566
Tb10.v4.0257	variant surface glycoprotein (VSG), putative,chrX additional, unordered contig	48.259	0.606
Tb10.v4.0258	hypothetical protein,chrX additional, unordered contig	57.365	0.542
Tb10.v4.0259	hypothetical protein,chrX additional, unordered contig	52.837	0.566
Tb10.v4.0262	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein (VSG, pseudogene), fragment,chrX additional, unordered contig	55.025	0.626
Tb10.v4.0263	variant surface glycoprotein (VSG), putative,chrX additional, unordered contig	57.32	0.617
Tb11.0040	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	46.141	0.629
Tb11.0050	retrotransposon hot spot protein (RHS, pseudogene), putative,retrotransposon hot spot protein 1 (RHS1, pseudogene), putative,chrXI additional, unordered contigs	58.2	0.649
Tb11.0060	hypothetical protein,chrXI additional, unordered contigs	31.641	0.604
Tb11.0070	hypothetical protein,chrXI additional, unordered contigs	30.893	0.605
Tb11.0080	hypothetical protein,chrXI additional, unordered contigs	31.963	0.589
Tb11.0090	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	54.817	0.578
Tb11.0110	hypothetical protein,chrXI additional, unordered contigs	55.791	0.635
Tb11.0130	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	48.896	0.609
Tb11.0150	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	49.715	0.613
Tb11.0170	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	52.814	0.635
Tb11.0180	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	50.982	0.591
Tb11.0190	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	50.754	0.625
Tb11.02.5400	cystathionine beta-synthase, putative	57.528	0.712
Tb11.0200	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	55.16	0.609
Tb11.0230	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	48.911	0.641
Tb11.0260	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	50.414	0.636
Tb11.0270	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	51.208	0.598
Tb11.0280	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	51.971	0.584
Tb11.0300	hypothetical protein,chrXI additional, unordered contigs	51.867	0.723
Tb11.0310	hypothetical protein,chrXI additional, unordered contigs	56.387	0.682
Tb11.0320	hypothetical protein,chrXI additional, unordered contigs	57.658	0.671
Tb11.0330	hypothetical protein,chrXI additional, unordered contigs	55.563	0.641
Tb11.0340	hypothetical protein,chrXI additional, unordered contigs	60.656	0.634
Tb11.0350	hypothetical protein,chrXI additional, unordered contigs	60.756	0.656
Tb11.0360	MSP-A, putative,chrXI additional, unordered contigs	54.397	0.64
Tb11.0370	MSP-A, putative,chrXI additional, unordered contigs	54.173	0.622
Tb11.0380	MSP-A, putative,chrXI additional, unordered contigs	54.68	0.649
Tb11.0400	P27 protein, putative (P27)	51.6	0.726
Tb11.0410	hypothetical protein,chrXI additional, unordered contigs	55.595	0.697
Tb11.0430	hypothetical protein,chrXI additional, unordered contigs	25.105	0.562
Tb11.0440	hypothetical protein,chrXI additional, unordered contigs	25.774	0.593
Tb11.0450	hypothetical protein,chrXI additional, unordered contigs	26.753	0.575
Tb11.0460	hypothetical protein,chrXI additional, unordered contigs	28.963	0.554
Tb11.0470	hypothetical protein,chrXI additional, unordered contigs	27.888	0.558
Tb11.0480	hypothetical protein,chrXI additional, unordered contigs	29.035	0.597
Tb11.0510	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	53.331	0.586
Tb11.0520	chrX additional, unordered contigs,dynein light chain, putative	53.05	0.699
Tb11.0530	chrX additional, unordered contigs,epsilon tubulin	54.911	0.69
Tb11.0540	chrX additional, unordered contigs,hypothetical protein	58.922	0.655
Tb11.0560	chrX additional, unordered contigs,hypothetical protein, conserved	56.289	0.731
Tb11.0590	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	56.01	0.606
Tb11.0610	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	58.517	0.621
Tb11.0620	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	51.75	0.569
Tb11.0640	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	51.422	0.603
Tb11.0660	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	51.015	0.617
Tb11.0670	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	53.166	0.619
Tb11.0680	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	48.944	0.642
Tb11.0690	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	54.644	0.569
Tb11.0710	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	49.171	0.667
Tb11.0720	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	54.426	0.618
Tb11.0750	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	53.526	0.615
Tb11.0770	hypothetical protein,chrXI additional, unordered contigs	32.117	0.6
Tb11.0780	hypothetical protein,chrXI additional, unordered contigs	31.592	0.605
Tb11.0790	hypothetical protein,chrXI additional, unordered contigs	30.666	0.605
Tb11.0800	hypothetical protein,chrXI additional, unordered contigs	26.905	0.593
Tb11.0810	hypothetical protein,chrXI additional, unordered contigs	27.292	0.607
Tb11.0840	hypothetical protein,chrXI additional, unordered contigs	55.217	0.641
Tb11.0850	hypothetical protein,chrXI additional, unordered contigs	56.106	0.681
Tb11.0860	hypothetical protein,chrXI additional, unordered contigs	61.0	0.636
Tb11.0870	hypothetical protein,chrXI additional, unordered contigs	57.984	0.675
Tb11.0890	epsin, putative,chrXI additional, unordered contigs	60.862	0.703
Tb11.0910	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	54.108	0.584
Tb11.0980	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	53.268	0.635
Tb11.1000	expression site-associated gene 9 (ESAG9) protein, putative,chrXI additional, unordered contigs	54.959	0.556
Tb11.1010	expression site-associated gene (ESAG, pseudogene), putative,expression site-associated gene 9 (ESAG9), degenerate,chrXI additional, unordered contigs	61.0	0.595
Tb11.1020	expression site-associated gene 1 (ESAG1) protein, putative,chrXI additional, unordered contigs	53.315	0.615
Tb11.1040	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	49.694	0.618
Tb11.1060	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	59.284	0.653
Tb11.1070	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	53.363	0.613
Tb11.1120	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	54.351	0.606
Tb11.1130	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	52.029	0.623
Tb11.1170	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	51.424	0.587
Tb11.1190	hypothetical protein,chrXI additional, unordered contigs	34.761	0.604
Tb11.1200	hypothetical protein,chrXI additional, unordered contigs	37.67	0.607
Tb11.1210	hypothetical protein,chrXI additional, unordered contigs	57.633	0.662
Tb11.1220	hypothetical protein,chrXI additional, unordered contigs	58.263	0.679
Tb11.1230	hypothetical protein,chrXI additional, unordered contigs	58.324	0.638
Tb11.1240	hypothetical protein,chrXI additional, unordered contigs	55.574	0.711
Tb11.1260	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	56.817	0.622
Tb11.1270	hypothetical protein,chrXI additional, unordered contigs	31.765	0.6
Tb11.1280	hypothetical protein,chrXI additional, unordered contigs	32.626	0.62
Tb11.1290	hypothetical protein,chrXI additional, unordered contigs	27.547	0.606
Tb11.1300	hypothetical protein,chrXI additional, unordered contigs	32.115	0.603
Tb11.1310	hypothetical protein,chrXI additional, unordered contigs	31.815	0.616
Tb11.1420	hypothetical protein,chrXI additional, unordered contigs	56.068	0.684
Tb11.1470	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	49.041	0.63
Tb11.1490	variant surface glycoprotein (VSG), putative,chrXI additional, unordered contigs	52.37	0.618
Tb11.1500	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	54.279	0.614
Tb11.1510	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	50.436	0.633
Tb11.1520	hypothetical protein, conserved,chrXI additional, unordered contigs	54.544	0.562
Tb11.1580	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	50.092	0.634
Tb11.1590	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	45.897	0.593
Tb11.1650	variant surface glycoprotein (VSG, pseudogene), putative,chrXI additional, unordered contigs	45.762	0.568
