gene_id	gene_name	enc	cai
LmjF.06.0080	ATP-binding cassette protein subfamily G, member 1, putative (ABCG1)	34.85	0.6
LmjF.06.0090	ATP-binding cassette protein subfamily G, member 2, putative (ABCG2)	35.704	0.592
LmjF.06.0100	ATP-binding cassette protein subfamily G, member 3, putative (ABCG3)	34.778	0.581
LmjF.06.0110	hypothetical protein, conserved	41.211	0.514
LmjF.06.0140	20S proteasome beta 6 subunit, putative	36.7	0.677
LmjF.06.0160	hypothetical protein, conserved	40.347	0.556
LmjF.06.0180	kinesin-like protein	45.005	0.453
LmjF.06.0190	hypothetical protein, conserved	46.88	0.478
LmjF.06.0200	hypothetical protein, conserved	41.708	0.522
LmjF.06.0210	hypothetical protein, conserved	47.505	0.467
LmjF.06.0220	hypothetical protein, conserved	39.394	0.556
LmjF.06.0230	hypothetical protein, conserved	49.672	0.459
LmjF.06.0240	hypothetical protein, conserved	43.556	0.512
LmjF.06.0250	hypothetical protein, conserved	42.861	0.503
LmjF.06.0260	5'-3' exonuclease, putative	36.759	0.621
LmjF.06.0270	hypothetical protein, conserved	34.692	0.651
LmjF.06.0280	hypothetical protein, conserved	45.866	0.464
LmjF.06.0290	ribonuclease H1, putative	46.773	0.48
LmjF.06.0310	folate/biopterin transporter, putative	35.912	0.636
LmjF.06.0320	hypothetical protein, conserved	49.287	0.4
LmjF.06.0330	hypothetical protein, conserved	49.438	0.419
LmjF.06.0340	serine peptidase, clan SC, family S9A-like protein	44.891	0.496
LmjF.06.0350	NAD(p)-dependent steroid dehydrogenase-like protein	54.135	0.413
LmjF.06.0360	hypothetical protein, conserved	56.512	0.284
LmjF.06.0370	glutamine synthetase, putative	54.721	0.363
LmjF.06.0380	hypothetical protein, conserved	57.69	0.298
LmjF.06.0390	hypothetical protein, conserved	56.222	0.329
LmjF.06.0400	fructose biphosphate aldolase (pseudogene), putative	37.219	0.5
LmjF.06.0410	60S ribosomal protein L19, putative	31.876	0.777
LmjF.06.0415	60S ribosomal protein L19, putative	28.221	0.78
LmjF.06.0420	hypothetical protein, conserved	48.024	0.417
LmjF.06.0430	hypothetical protein, conserved	41.549	0.541
LmjF.06.0440	hypothetical protein, conserved	46.044	0.486
LmjF.06.0450	hypothetical protein, unknown function	45.422	0.47
LmjF.06.0460	ATP-NAD kinase-like protein	41.153	0.549
LmjF.06.0470	hypothetical protein, conserved	39.901	0.557
LmjF.06.0480	hypothetical protein, conserved	44.746	0.507
LmjF.06.0490	hypothetical protein, conserved	37.346	0.603
LmjF.06.0500	hypothetical protein, conserved	44.022	0.499
LmjF.06.0510	hypothetical protein, unknown function	44.565	0.476
LmjF.06.0520	hypothetical protein, conserved	47.327	0.422
LmjF.06.0530	hypothetical protein, conserved	40.461	0.551
LmjF.06.0540	hypothetical protein, conserved	44.503	0.482
LmjF.06.0550	hypothetical protein, conserved	41.424	0.517
LmjF.06.0560	deoxyuridine triphosphatase, putative (DUT)	48.009	0.472
LmjF.06.0590	hypothetical protein, conserved	49.927	0.414
LmjF.06.0600	hypothetical protein, conserved	49.684	0.408
LmjF.06.0610	carbonic anhydrase family protein, putative	40.734	0.583
LmjF.06.0620	hypothetical protein, conserved	39.231	0.572
LmjF.06.0630	hypothetical protein, unknown function	45.218	0.473
LmjF.06.0640	protein kinase, putative	44.005	0.482
LmjF.06.0650	lanosterol synthase, putative	36.132	0.612
LmjF.06.0660	hypothetical protein, conserved	46.556	0.45
LmjF.06.0670	hypothetical protein, conserved	46.424	0.471
LmjF.06.0680	hypothetical protein, conserved	43.983	0.524
LmjF.06.0685	hypothetical protein, conserved	48.816	0.396
LmjF.06.0690	hypothetical protein, conserved	41.759	0.504
LmjF.06.0700	hypothetical protein, conserved	40.27	0.588
LmjF.06.0710	hypothetical protein, unknown function	51.289	0.377
LmjF.06.0720	hypothetical protein, conserved	43.475	0.494
LmjF.06.0730	serine-threonine dehydratase, putative	33.191	0.654
LmjF.06.0740	hypothetical protein, conserved	48.102	0.435
LmjF.06.0750	hypothetical protein, conserved	42.403	0.487
LmjF.06.0760	hypothetical protein, conserved	49.02	0.408
LmjF.06.0770	RNA-binding protein-like protein	45.512	0.489
LmjF.06.0780	hypothetical protein, unknown function	47.563	0.443
LmjF.06.0790	hypothetical protein, unknown function	47.908	0.427
LmjF.06.0800	hypothetical protein, conserved	45.902	0.455
LmjF.06.0810	hypothetical protein, unknown function	46.201	0.452
LmjF.06.0820	Qb-SNARE protein, putative	48.552	0.428
LmjF.06.0830	lipin, putative	41.817	0.531
LmjF.06.0840	hypothetical protein, conserved	46.103	0.466
LmjF.06.0850	hypothetical protein, conserved	42.715	0.503
LmjF.06.0860	dihydrofolate reductase-thymidylate synthase (DHFR-TS)	35.073	0.64
LmjF.06.0870	arginine N-methyltransferase, type III, putative (PRMT7)	35.34	0.657
LmjF.06.0880	acyl-coenzyme a dehydrogenase, putative	35.579	0.645
LmjF.06.0890	hypothetical protein, conserved	47.132	0.427
LmjF.06.0900	hypothetical protein, conserved	49.232	0.419
LmjF.06.0910	hypothetical protein, conserved	41.143	0.563
LmjF.06.0920	hypothetical protein, conserved	36.609	0.582
LmjF.06.0930	2,4-dienoyl-coa reductase-like protein	36.452	0.596
LmjF.06.0940	hypothetical protein, conserved	45.092	0.498
LmjF.06.0950	glucosamine-fructose-6-phosphate aminotransferase, putative	35.542	0.612
LmjF.06.0960	cell cycle associated protein MOB1, putative (MOB1)	40.608	0.602
LmjF.06.0970	hypothetical protein, conserved	46.103	0.458
LmjF.06.0980	hypothetical protein, conserved	39.062	0.574
LmjF.06.0990	hypothetical protein, conserved	42.022	0.517
LmjF.06.1000	hypothetical protein, conserved	40.728	0.501
LmjF.06.1010	hypothetical protein, conserved	41.634	0.502
LmjF.06.1020	hypothetical protein, conserved	39.39	0.572
LmjF.06.1030	kinesin, putative	43.248	0.466
LmjF.06.1040	hypothetical protein, conserved	42.905	0.487
LmjF.06.1060	hypothetical protein, conserved	38.814	0.548
LmjF.06.1070	deoxyribose-phosphate aldolase, putative	42.105	0.563
LmjF.06.1080	hypothetical protein, unknown function	42.13	0.541
LmjF.06.1090	hypothetical protein, conserved	40.216	0.56
LmjF.06.1100	hypothetical protein, conserved	40.231	0.58
LmjF.06.1110	hypothetical protein, conserved	46.531	0.449
LmjF.06.1120	hypothetical protein, conserved	43.222	0.552
LmjF.06.1130	hypothetical protein, conserved	47.525	0.466
LmjF.06.1140	hypothetical protein, conserved	43.884	0.477
LmjF.06.1150	hypothetical protein, conserved	43.857	0.444
LmjF.06.1160	hypothetical protein, conserved	43.977	0.47
LmjF.06.1180	protein kinase, putative	36.126	0.638
LmjF.06.1200	hypothetical protein, unknown function	48.203	0.425
LmjF.06.1210	hypothetical protein, unknown function	46.771	0.462
LmjF.06.1220	hypothetical protein, unknown function	45.067	0.449
LmjF.06.1230	hypothetical protein, conserved	44.233	0.502
LmjF.06.1240	hypothetical protein, conserved	40.09	0.542
LmjF.06.1250	hypothetical protein, conserved	40.838	0.51
LmjF.06.1260	pteridine transporter, putative	41.473	0.533
LmjF.06.1270	coproporphyrinogen III oxidase	45.257	0.466
LmjF.06.1280	protoporphyrinogen oxidase-like protein	57.05	0.338
LmjF.06.1300	hypothetical protein, conserved	41.092	0.525
LmjF.07.0010	ubiquitin activating E1 enzyme, putative	49.472	0.434
LmjF.07.0020	hypothetical protein, conserved	59.375	0.256
LmjF.07.0025	hypothetical protein, conserved	56.93	0.297
LmjF.07.0030	hypothetical protein, conserved	52.908	0.42
LmjF.07.0040	hypothetical protein, conserved	56.697	0.319
LmjF.07.0050	alpha-adaptin-like protein	45.447	0.481
LmjF.07.0060	cytochrome c1, heme protein, mitochondrial precursor, putative	35.001	0.657
LmjF.07.0080	Golgi/lysosome glycoprotein, putative	44.721	0.494
LmjF.07.0090	methionine synthase, putative	38.81	0.597
LmjF.07.0100	metallo-peptidase, Clan ME, Family M16C	39.525	0.561
LmjF.07.0110	mitochondrial calcium uptake 1, putative	36.499	0.596
LmjF.07.0120	hypothetical protein, conserved	42.485	0.504
LmjF.07.0130	tRNA-methyl transferase, putative	46.008	0.459
LmjF.07.0140	hypothetical protein, conserved	48.325	0.457
LmjF.07.0150	hypothetical protein, conserved	40.836	0.531
LmjF.07.0160	protein kinase, putative	41.816	0.5
LmjF.07.0170	protein kinase, putative	42.973	0.508
LmjF.07.0180	hypothetical protein, unknown function	50.052	0.395
LmjF.07.0190	protein phosphatase 2A, regulatory subunit B, putative	38.592	0.596
LmjF.07.0200	phosphatidylglycerophosphate synthase, putative	40.081	0.566
LmjF.07.0210	hypothetical protein, conserved	46.078	0.48
LmjF.07.0220	hypothetical protein, conserved	39.382	0.586
LmjF.07.0240	hypothetical protein, conserved	41.741	0.511
LmjF.07.0250	protein kinase, putative	44.824	0.474
LmjF.07.0260	homoserine dehydrogenase-like protein	39.441	0.575
LmjF.07.0270	acetylornithine deacetylase-like protein	36.718	0.605
LmjF.07.0280	ubiquitin-protein ligase-like, putative	41.348	0.519
LmjF.07.0290	hypothetical protein, conserved	34.621	0.705
LmjF.07.0300	hypothetical protein, conserved	44.44	0.494
LmjF.07.0310	hypothetical protein, conserved	41.031	0.535
LmjF.07.0320	hypothetical protein, conserved	41.466	0.545
LmjF.07.0330	hypothetical protein, conserved	43.755	0.49
LmjF.07.0335	hypothetical protein, conserved	47.151	0.448
LmjF.07.0340	ATP-dependent DEAD/H RNA helicase, putative	37.532	0.603
LmjF.07.0350	hypothetical protein, conserved	48.692	0.446
LmjF.07.0370	hypothetical protein, unknown function	47.938	0.439
LmjF.07.0380	hypothetical protein, conserved	45.725	0.466
LmjF.07.0390	hypothetical protein, conserved	47.792	0.428
LmjF.07.0400	hypothetical protein, conserved	44.965	0.476
LmjF.07.0410	hypothetical protein, conserved	44.496	0.483
LmjF.07.0460	acyl-CoA dehydrogenase, mitochondrial precursor, putative	53.941	0.39
LmjF.07.0470	hypothetical protein, conserved	55.976	0.349
LmjF.07.0480	hypothetical protein, conserved	52.204	0.384
LmjF.07.0490	hypothetical protein, conserved	43.01	0.505
LmjF.07.0500	60S ribosomal protein L7a, putative	28.826	0.773
LmjF.07.0510	60S ribosomal protein L7a, putative	29.437	0.765
LmjF.07.0520	QA-SNARE protein putative	43.145	0.515
LmjF.07.0530	adp/ATP carrier-like protein	45.935	0.448
LmjF.07.0540	hypothetical protein, conserved	46.259	0.446
LmjF.07.0550	hypothetical protein, conserved	45.434	0.461
LmjF.07.0560	ras-related protein rab-14, putative	42.794	0.554
LmjF.07.0570	hypothetical protein, conserved	39.714	0.578
LmjF.07.0580	hypothetical protein, conserved	44.76	0.484
LmjF.07.0590	hypothetical protein, conserved	47.1	0.478
LmjF.07.0600	electron transfer flavoprotein-ubiquinone oxidoreductase, putative	40.966	0.578
LmjF.07.0615	hypothetical protein, conserved	44.832	0.465
LmjF.07.0620	hypothetical protein, conserved	51.347	0.429
LmjF.07.0630	vacuolar-type Ca2 -ATPase, putative	34.935	0.617
LmjF.07.0640	hypothetical protein, conserved	34.263	0.676
LmjF.07.0650	vacuolar-type Ca2 -ATPase, putative	35.775	0.612
LmjF.07.0660	hypothetical protein, conserved	44.87	0.48
LmjF.07.0690	protein kinase, putative	45.801	0.467
LmjF.07.0700	topoisomerase-related function protein-like protein	43.836	0.484
LmjF.07.0715	hypothetical protein	52.702	0.369
LmjF.07.0720	hypothetical protein, conserved	38.944	0.581
LmjF.07.0730	malonyl-coa decarboxylase-like protein	44.046	0.496
LmjF.07.0740	hypothetical protein, conserved	45.228	0.461
LmjF.07.0750	hypothetical protein, conserved	43.816	0.447
LmjF.07.0760	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative	42.698	0.512
LmjF.07.0770	DNAJ-domain transmembrane-like protein	43.502	0.509
LmjF.07.0780	hypothetical protein, conserved	44.007	0.51
LmjF.07.0790	hypothetical protein, conserved	43.042	0.483
LmjF.07.0800	flavoprotein subunit-like protein	36.095	0.651
LmjF.07.0802	hypothetical protein, conserved	61.0	0.229
LmjF.07.0805	N-acetylglucosamine-phosphate mutase, putative	56.235	0.323
LmjF.07.0820	hypothetical protein, unknown function	39.519	0.557
LmjF.07.0830	hypothetical protein, conserved	37.08	0.57
LmjF.07.0840	hypothetical protein, conserved	39.384	0.534
LmjF.07.0860	hypothetical protein, unknown function	47.407	0.448
LmjF.07.0870	splicing factor ptsr1-like protein	37.127	0.604
LmjF.07.0880	protein kinase, putative	46.281	0.464
LmjF.07.0890	hypothetical protein, unknown function	51.224	0.428
LmjF.07.0900	serine/threonine kinase, putative	38.525	0.59
LmjF.07.0910	hypothetical protein, conserved	47.669	0.434
LmjF.07.0920	hypothetical protein, conserved	42.415	0.516
LmjF.07.0930	hypothetical protein, conserved	36.641	0.605
LmjF.07.0940	hypothetical protein, conserved	44.314	0.48
LmjF.07.0950	hypothetical protein, conserved	46.489	0.449
LmjF.07.0960	hypothetical protein, conserved	42.431	0.476
LmjF.07.0970	hypothetical protein, conserved	48.111	0.432
LmjF.07.0990	nucleolar RNA-binding protein, putative	39.273	0.624
LmjF.07.1000	RNA binding protein-like protein	41.226	0.587
LmjF.07.1010	hypothetical protein, conserved	43.088	0.534
LmjF.07.1020	DNA repair and recombination helicase protein PIF7, putative	41.408	0.505
LmjF.07.1040	hypothetical protein, conserved	50.21	0.449
LmjF.07.1050	cation-transporting ATPase, putative	36.596	0.627
LmjF.07.1060	lipoate-protein ligase-like	45.572	0.458
LmjF.07.1070	RNA-editing complex protein, putative	44.401	0.476
LmjF.07.1080	hypothetical protein, conserved	43.758	0.494
LmjF.07.1090	delta-5 fatty acid desaturase	41.691	0.543
LmjF.07.1100	hypothetical protein, conserved	50.044	0.453
LmjF.07.1110	hypothetical protein, conserved	47.025	0.45
LmjF.07.1120	proteasome regulatory non-ATP-ase subunit, putative	40.517	0.569
LmjF.07.1130	hypothetical protein, conserved	43.652	0.503
LmjF.07.1150	hypothetical protein, conserved	45.224	0.482
LmjF.07.1160	amino acid transporter, putative (AAT19)	42.926	0.527
LmjF.07.1170	phosphoglycan beta 1,3 galactosyltransferase 1 (SCG1)	49.498	0.412
LmjF.08.0010	adaptor complex protein (AP) 3 delta subunit 1, putative	45.27	0.44
LmjF.08.0020	hypothetical protein, conserved	55.415	0.371
LmjF.08.0030	Qc-SNARE protein, putative	43.966	0.545
LmjF.08.0040	hypothetical protein, conserved	50.313	0.397
LmjF.08.0070	hypothetical protein, conserved	47.077	0.458
LmjF.08.0080	ATP-dependent DEAD/H RNA helicase, putative	45.422	0.465
LmjF.08.0090	adaptor complex protein (AP) 3 delta subunit 1, putative	43.806	0.504
LmjF.08.0100	dual-specificity protein phosphatase, putative	46.037	0.467
LmjF.08.0110	hypothetical protein, unknown function	50.825	0.379
LmjF.08.0120	hypothetical protein, conserved	40.842	0.505
LmjF.08.0130	hypothetical protein, conserved	46.545	0.432
LmjF.08.0140	DNA repair protein, putative	45.334	0.471
LmjF.08.0150	hypothetical protein, conserved	44.82	0.472
LmjF.08.0160	hypothetical protein, conserved	47.194	0.38
LmjF.08.0170	hypothetical protein, unknown function	47.561	0.418
LmjF.08.0180	hypothetical protein, conserved	35.37	0.659
LmjF.08.0190	hypothetical protein, unknown function	42.884	0.509
LmjF.08.0200	inositol phosphosphingolipid phospholipase C-Like (ISCL)	43.495	0.529
LmjF.08.0210	hypothetical protein, unknown function	52.235	0.348
LmjF.08.0220	ubiquitin-activating enzyme-like protein	44.737	0.477
LmjF.08.0230	hypothetical protein, conserved	38.723	0.549
LmjF.08.0240	hypothetical protein, conserved	39.565	0.583
LmjF.08.0260	hypothetical protein, conserved	44.972	0.433
LmjF.08.0270	hypothetical protein	45.761	0.479
LmjF.08.0280	ribosomal protein L2, putative	38.48	0.567
LmjF.08.0290	iron superoxide dismutase (FESODA)	39.679	0.617
LmjF.08.0300	hypothetical protein, conserved	41.651	0.512
LmjF.08.0310	hypothetical protein, unknown function	44.878	0.488
LmjF.08.0320	mitochondrial associated ribonuclease, putative	37.96	0.586
LmjF.08.0340	hypothetical protein, conserved	48.615	0.414
LmjF.08.0350	hypothetical protein, conserved	46.801	0.44
LmjF.08.0360	hypothetical protein, conserved	47.688	0.437
LmjF.08.0370	hypothetical protein, conserved	36.946	0.656
LmjF.08.0380	hypothetical protein, conserved	44.989	0.472
LmjF.08.0390	hypothetical protein, conserved	48.713	0.424
LmjF.08.0400	hypothetical protein, conserved	47.33	0.452
LmjF.08.0410	hypothetical protein, conserved	38.393	0.595
LmjF.08.0420	hypothetical protein, conserved	41.877	0.522
LmjF.08.0430	hypothetical protein, conserved	39.572	0.569
LmjF.08.0440	hypothetical protein, conserved	43.996	0.481
LmjF.08.0460	hypothetical protein, unknown function	41.062	0.579
LmjF.08.0480	hypothetical protein, conserved	45.011	0.499
LmjF.08.0490	hypothetical protein, conserved	52.62	0.419
LmjF.08.0500	hypothetical protein, unknown function	48.072	0.439
LmjF.08.0510	ribose-phosphate pyrophosphokinase, putative	37.306	0.586
LmjF.08.0520	hypothetical protein, conserved	45.82	0.446
LmjF.08.0530	protein kinase , putative	45.408	0.478
LmjF.08.0540	hypothetical protein, conserved	45.488	0.496
LmjF.08.0550	eukaryotic translation initiation factor 2 beta subunit, putative	32.113	0.696
LmjF.08.0560	hypothetical protein, conserved	41.237	0.546
LmjF.08.0590	hypothetical protein, unknown function	50.568	0.416
LmjF.08.0620	hypothetical protein, conserved	45.536	0.472
LmjF.08.0630	hypothetical protein, unknown function	44.462	0.483
LmjF.08.0640	hypothetical protein, unknown function	43.338	0.533
LmjF.08.0650	hypothetical protein, unknown function	49.734	0.408
LmjF.08.0660	protein kinase, putative	43.202	0.495
LmjF.08.0670	amastin-like protein	46.3	0.49
LmjF.08.0680	amastin-like protein	45.429	0.489
LmjF.08.0690	amastin-like protein	46.3	0.49
LmjF.08.0700	amastin-like protein	48.354	0.494
LmjF.08.0710	amastin-like protein	46.3	0.49
LmjF.08.0720	amastin-like protein	48.354	0.494
LmjF.08.0730	amastin-like protein	46.3	0.49
LmjF.08.0740	amastin-like protein	46.242	0.477
LmjF.08.0750	amastin-like protein	46.3	0.49
LmjF.08.0760	amastin-like protein	47.534	0.499
LmjF.08.0770	amastin-like protein	47.329	0.498
LmjF.08.0780	tuzin, putative	38.795	0.553
LmjF.08.0790	tuzin, putative	41.312	0.533
LmjF.08.0795	tuzin, putative (pseudogene)	48.777	0.392
LmjF.08.0805	tuzin, putative (pseudogene)	44.119	0.428
LmjF.08.0860	hypothetical protein, unknown function	50.041	0.472
LmjF.08.0870	hypothetical protein, unknown function	39.522	0.61
LmjF.08.0880	hypothetical protein, conserved	41.256	0.539
LmjF.08.0890	mitochondrial DNA polymerase beta	37.471	0.608
LmjF.08.0900	mitochondrial DNA polymerase beta-PAK, putative	39.764	0.555
LmjF.08.0910	hypothetical protein, conserved	49.625	0.408
LmjF.08.0920	hypothetical protein, conserved	43.597	0.496
LmjF.08.0930	protein kinase, putative	46.917	0.446
LmjF.08.0940	hypothetical protein, conserved	44.315	0.472
LmjF.08.0960	hypothetical protein, conserved	42.237	0.55
LmjF.08.0970	hypothetical protein, conserved	45.884	0.475
LmjF.08.0980	hypothetical protein, unknown function	51.182	0.41
LmjF.08.0990	hypothetical protein, conserved	41.928	0.515
LmjF.08.1000	hypothetical protein, conserved	43.167	0.501
LmjF.08.1010	cysteine peptidase B (CPB)	36.986	0.625
LmjF.08.1020	cathepsin L-like protease	36.898	0.629
