name,length,num_reads,num_reads_primary,num_reads_secondary,gc,ct
LmjF.06.0050,3679,312,24,21,0.568,0.549
LmjF.06.0060,502,97,17,14,0.618,0.536
LmjF.06.0070,420,84,12,9,0.602,0.605
LmjF.06.0080,3046,102,45,19,0.587,0.564
LmjF.06.0090,2890,59,19,15,0.576,0.582
LmjF.06.0100,604,38,18,5,0.608,0.644
LmjF.06.0110,584,82,17,16,0.601,0.515
LmjF.06.0120,588,202,63,51,0.57,0.588
LmjF.06.0130,423,46,13,13,0.603,0.551
LmjF.06.0140,816,173,62,30,0.597,0.569
LmjF.06.0150,290,59,36,14,0.614,0.559
LmjF.06.0160,200,20,10,4,0.655,0.475
LmjF.06.0170,323,78,41,8,0.594,0.545
LmjF.06.0180,167,21,6,6,0.623,0.599
LmjF.06.0190,526,41,23,5,0.625,0.492
LmjF.06.0200,108,926,167,125,0.593,0.574
LmjF.06.0210,1033,139,36,17,0.62,0.573
LmjF.06.0220,339,44,9,8,0.584,0.501
LmjF.06.0230,175,66,21,11,0.589,0.56
LmjF.06.0240,543,130,79,21,0.608,0.519
LmjF.06.0250,712,86,14,12,0.594,0.574
LmjF.06.0260,1090,45,12,6,0.589,0.574
LmjF.06.0270,828,59,19,7,0.564,0.531
LmjF.06.0280,63,13,12,1,0.635,0.54
LmjF.06.0290,99,30,11,5,0.636,0.404
LmjF.06.0300,665,77,34,5,0.591,0.513
LmjF.06.0310,3091,39,14,7,0.583,0.545
LmjF.06.0320,166,43,14,8,0.602,0.584
LmjF.06.0330,253,33,7,7,0.617,0.478
LmjF.06.0340,131,39,36,2,0.557,0.473
LmjF.06.0350,192,83,11,10,0.479,0.521
LmjF.06.0360,101,13,4,4,0.337,0.515
LmjF.06.0370,619,236,86,43,0.438,0.514
LmjF.06.0380,24,68,21,7,0.542,0.417
LmjF.06.0390,75,29,18,3,0.52,0.627
LmjF.06.0400,732,71,24,19,0.567,0.56
LmjF.06.0410,299,604,284,195,0.629,0.605
LmjF.06.0412,329,69,24,14,0.599,0.541
LmjF.06.0415,486,2057,1197,304,0.619,0.593
LmjF.06.0420,275,67,32,11,0.571,0.564
LmjF.06.0430,413,65,15,13,0.538,0.593
LmjF.06.0440,1913,137,61,22,0.59,0.573
LmjF.06.0450,502,37,18,4,0.584,0.594
LmjF.06.0460,390,45,26,9,0.605,0.562
LmjF.06.0470,302,29,9,5,0.579,0.503
LmjF.06.0480,301,50,28,6,0.588,0.505
LmjF.06.0490,518,47,28,7,0.604,0.458
LmjF.06.0500,125,47,40,3,0.544,0.608
LmjF.06.0510,930,61,24,4,0.602,0.576
LmjF.06.0520,78,26,12,7,0.615,0.692
LmjF.06.0530,538,53,24,8,0.6,0.507
LmjF.06.0540,218,30,16,3,0.619,0.523
LmjF.06.0550,121,59,10,10,0.545,0.587
LmjF.06.0560,997,186,49,17,0.451,0.533
LmjF.06.0570,51,821,257,190,0.314,0.49
LmjF.06.0580,177,1603,1281,124,0.503,0.593
LmjF.06.0590,72,11,4,2,0.625,0.444
LmjF.06.0600,347,34,7,6,0.597,0.585
LmjF.06.0610,674,24,9,5,0.663,0.472
LmjF.06.0620,595,35,14,9,0.655,0.583
LmjF.06.0630,862,15,9,2,0.621,0.466
LmjF.06.0640,NA,0,NA,NA,NA,NA
LmjF.06.0650,993,92,36,24,0.655,0.494
LmjF.06.0660,1983,419,163,153,0.605,0.566
LmjF.06.0670,1145,27,8,3,0.579,0.592
LmjF.06.0680,230,32,20,8,0.635,0.604
LmjF.06.0685,373,40,16,5,0.611,0.485
LmjF.06.0690,269,33,6,4,0.517,0.472
LmjF.06.0700,3885,78,14,12,0.587,0.555
LmjF.06.0710,1131,7,3,2,0.669,0.531
LmjF.06.0720,160,33,15,5,0.669,0.388
LmjF.06.0730,1634,77,17,17,0.597,0.542
LmjF.06.0740,289,17,3,2,0.609,0.574
LmjF.06.0750,705,9,3,2,0.671,0.494
LmjF.06.0760,430,19,7,5,0.614,0.407
LmjF.06.0770,796,8,3,2,0.622,0.617
LmjF.06.0780,NA,0,NA,NA,NA,NA
LmjF.06.0790,680,22,10,8,0.616,0.55
LmjF.06.0800,698,47,6,4,0.616,0.6
LmjF.06.0810,NA,0,NA,NA,NA,NA
LmjF.06.0820,1554,123,18,14,0.639,0.553
LmjF.06.0830,631,90,67,3,0.59,0.599
LmjF.06.0840,1110,139,28,26,0.606,0.558
LmjF.06.0850,NA,0,NA,NA,NA,NA
LmjF.06.0860,1031,51,15,13,0.636,0.513
LmjF.06.0870,1067,29,5,4,0.631,0.51
LmjF.06.0880,711,159,43,18,0.564,0.596
LmjF.06.0890,30,28,20,2,0.5,0.533
LmjF.06.0900,271,10,6,3,0.668,0.509
LmjF.06.0910,156,51,15,14,0.603,0.397
LmjF.06.0920,1262,64,33,8,0.606,0.535
LmjF.06.0930,631,66,29,19,0.629,0.448
LmjF.06.0940,258,42,14,12,0.581,0.539
LmjF.06.0950,1032,28,11,8,0.622,0.603
LmjF.06.0960,582,158,44,43,0.624,0.557
LmjF.06.0970,671,45,14,10,0.595,0.58
LmjF.06.0980,1676,51,20,6,0.619,0.538
LmjF.06.0990,470,63,30,6,0.574,0.547
LmjF.06.0995,115,43,16,15,0.643,0.452
LmjF.06.1000,185,29,5,4,0.6,0.524
LmjF.06.1010,643,16,4,3,0.638,0.549
LmjF.06.1020,590,54,35,8,0.603,0.51
LmjF.06.1030,87,38,23,4,0.609,0.644
LmjF.06.1040,333,33,6,6,0.622,0.547
LmjF.06.1050,482,287,113,44,0.618,0.556
LmjF.06.1060,1004,36,12,11,0.667,0.466
LmjF.06.1070,1402,27,13,6,0.646,0.504
LmjF.06.1080,940,40,32,7,0.665,0.526
LmjF.06.1090,1124,84,44,8,0.616,0.541
LmjF.06.1100,1416,57,16,6,0.619,0.511
LmjF.06.1110,2100,79,17,10,0.632,0.544
LmjF.06.1120,398,22,4,3,0.613,0.558
LmjF.06.1130,102,28,10,8,0.647,0.422
LmjF.06.1140,71,14,7,6,0.592,0.423
LmjF.06.1150,244,18,6,4,0.561,0.52
LmjF.06.1160,162,13,6,2,0.654,0.531
LmjF.06.1170,651,94,65,18,0.593,0.561
LmjF.06.1180,456,152,61,52,0.548,0.61
LmjF.06.1190,201,77,61,8,0.592,0.488
LmjF.06.1200,450,32,10,4,0.611,0.54
LmjF.06.1210,1222,33,22,4,0.624,0.515
LmjF.06.1220,783,28,9,9,0.626,0.543
LmjF.06.1230,268,33,10,10,0.597,0.459
LmjF.06.1240,880,32,6,5,0.669,0.515
LmjF.06.1245,190,32,16,5,0.563,0.447
LmjF.06.1250,309,27,22,2,0.625,0.55
LmjF.06.1260,604,354,168,120,0.503,0.581
LmjF.06.1270,1658,345,159,65,0.522,0.539
LmjF.06.1280,662,20,4,3,0.547,0.45
LmjF.06.1290,782,396,196,109,0.513,0.52
LmjF.06.1300,1584,501,260,54,0.512,0.541
LmjF.06_598,642,449,180,166,0.615,0.572
LmjF.06_604,NA,0,NA,NA,NA,NA
LmjF.06_624,174,48,27,9,0.586,0.506
LmjF.06_665,1,5,2,1,1,0
LmjF.06_677,234,32,14,10,0.594,0.534
LmjF.06_683,320,21,15,6,0.534,0.644
LmjF.06_730,1539,53,44,3,0.602,0.571
LmjF.06_738,309,201,43,30,0.599,0.602
LmjF.07.0010,210,106,23,19,0.505,0.657
LmjF.07.0020,72,54,37,10,0.514,0.611
LmjF.07.0025,246,59,14,14,0.455,0.638
LmjF.07.0030,76,42,16,9,0.461,0.566
LmjF.07.0040,110,15,8,2,0.445,0.491
LmjF.07.0050,715,3,2,1,0.576,0.583
LmjF.07.0060,448,184,98,34,0.542,0.629
LmjF.07.0070,209,58,33,7,0.545,0.512
LmjF.07.0080,273,32,7,3,0.59,0.575
LmjF.07.0090,1117,160,25,20,0.585,0.589
LmjF.07.0100,543,38,6,6,0.582,0.529
LmjF.07.0110,340,24,7,7,0.606,0.509
LmjF.07.0120,376,19,7,3,0.612,0.42
LmjF.07.0130,151,25,15,4,0.589,0.689
LmjF.07.0140,365,43,27,5,0.625,0.564
LmjF.07.0150,1487,51,26,6,0.65,0.496
LmjF.07.0160,858,15,5,3,0.681,0.49
LmjF.07.0170,3799,10,2,2,0.654,0.52
LmjF.07.0180,89,17,8,5,0.551,0.719
LmjF.07.0190,317,73,33,18,0.625,0.647
LmjF.07.0200,595,62,21,10,0.598,0.491
LmjF.07.0210,45,35,8,5,0.533,0.622
LmjF.07.0220,470,14,10,1,0.647,0.538
LmjF.07.0230,146,61,40,11,0.582,0.603
LmjF.07.0240,79,24,17,4,0.633,0.443
LmjF.07.0250,468,27,9,6,0.615,0.444
LmjF.07.0260,878,72,23,19,0.556,0.544
LmjF.07.0270,2012,78,19,16,0.629,0.552
LmjF.07.0280,NA,0,NA,NA,NA,NA
LmjF.07.0290,563,103,22,12,0.595,0.492
LmjF.07.0300,843,32,5,4,0.609,0.586
LmjF.07.0310,697,102,35,14,0.577,0.588
LmjF.07.0320,681,88,31,13,0.577,0.584
LmjF.07.0330,454,48,25,16,0.606,0.588
LmjF.07.0335,79,5,2,1,0.557,0.519
LmjF.07.0340,709,356,111,100,0.519,0.533
LmjF.07.0350,281,42,17,15,0.584,0.512
LmjF.07.0360,563,114,42,21,0.59,0.52
LmjF.07.0370,883,27,4,3,0.622,0.522
LmjF.07.0380,NA,0,NA,NA,NA,NA
LmjF.07.0390,328,35,8,5,0.573,0.576
LmjF.07.0400,500,23,7,4,0.626,0.506
LmjF.07.0410,3778,58,18,6,0.585,0.561
LmjF.07.0420,283,121,22,19,0.544,0.551
LmjF.07.0430,511,73,61,3,0.577,0.481
LmjF.07.0440,627,31,11,5,0.526,0.507
LmjF.07.0450,88,48,24,17,0.602,0.466
LmjF.07.0460,529,18,10,4,0.539,0.493
LmjF.07.0470,111,48,26,7,0.477,0.514
LmjF.07.0475,99,62,25,7,0.364,0.475
LmjF.07.0480,NA,0,NA,NA,NA,NA
LmjF.07.0490,1739,86,19,13,0.561,0.572
LmjF.07.0500,306,862,355,205,0.549,0.575
LmjF.07.0510,352,1602,566,236,0.571,0.54
LmjF.07.0520,1840,104,18,16,0.545,0.553
LmjF.07.0530,1895,120,46,16,0.569,0.549
LmjF.07.0540,1437,70,20,8,0.566,0.587
LmjF.07.0550,297,54,8,5,0.572,0.498
LmjF.07.0560,1361,70,20,20,0.602,0.547
LmjF.07.0570,379,38,10,5,0.58,0.499
LmjF.07.0580,1011,172,44,29,0.541,0.554
LmjF.07.0590,324,123,34,27,0.58,0.59
LmjF.07.0600,878,35,12,11,0.592,0.581
LmjF.07.0610,394,60,13,12,0.556,0.404
LmjF.07.0615,49,54,22,4,0.469,0.51
LmjF.07.0620,187,61,30,10,0.561,0.428
LmjF.07.0630,1127,31,9,4,0.601,0.55
LmjF.07.0640,533,67,22,18,0.565,0.492
LmjF.07.0650,4037,15,2,2,0.679,0.503
LmjF.07.0660,617,51,15,15,0.596,0.575
LmjF.07.0670,765,96,16,14,0.576,0.532
LmjF.07.0680,539,1274,751,403,0.577,0.54
LmjF.07.0690,1355,106,26,23,0.616,0.599
LmjF.07.0700,331,72,14,11,0.574,0.489
LmjF.07.0710,521,71,26,8,0.597,0.511
LmjF.07.0715,771,4,2,1,0.621,0.471
LmjF.07.0720,285,44,7,6,0.589,0.551
LmjF.07.0730,1751,55,23,6,0.617,0.559
LmjF.07.0740,NA,0,NA,NA,NA,NA
LmjF.07.0743,631,36,10,5,0.597,0.601
LmjF.07.0745,897,41,7,6,0.576,0.604
LmjF.07.0750,127,54,12,7,0.646,0.386
LmjF.07.0760,1356,32,8,4,0.594,0.581
LmjF.07.0770,1413,115,33,11,0.568,0.512
LmjF.07.0780,312,32,8,4,0.561,0.571
LmjF.07.0790,826,54,33,11,0.608,0.541
LmjF.07.0800,1302,20,6,2,0.577,0.542
LmjF.07.0802,495,23,5,4,0.444,0.483
LmjF.07.0805,1085,150,90,28,0.475,0.566
LmjF.07.0810,1374,51,6,5,0.539,0.583
LmjF.07.0820,1293,3,1,1,0.614,0.582
LmjF.07.0830,NA,0,NA,NA,NA,NA
LmjF.07.0840,365,1,1,1,0.608,0.603
LmjF.07.0850,575,105,56,14,0.584,0.574
LmjF.07.0860,495,29,8,4,0.582,0.554
LmjF.07.0870,1571,1647,1350,157,0.603,0.513
LmjF.07.0880,551,43,30,3,0.561,0.624
LmjF.07.0890,3008,53,6,5,0.605,0.506
LmjF.07.0900,2058,403,59,55,0.538,0.548
LmjF.07.0910,66,53,9,7,0.591,0.742
LmjF.07.0920,78,57,24,19,0.538,0.615
LmjF.07.0930,1132,153,20,18,0.606,0.535
LmjF.07.0940,NA,0,NA,NA,NA,NA
LmjF.07.0950,932,84,25,18,0.637,0.482
LmjF.07.0960,1258,21,5,5,0.624,0.565
LmjF.07.0970,432,72,23,20,0.579,0.484
LmjF.07.0980,509,80,13,7,0.613,0.507
LmjF.07.0990,1022,820,346,343,0.589,0.518
LmjF.07.1000,370,21,6,5,0.611,0.595
LmjF.07.1010,216,76,39,17,0.602,0.546
LmjF.07.1020,547,128,29,24,0.581,0.527
LmjF.07.1030,1314,144,20,16,0.631,0.517
LmjF.07.1035,455,52,12,12,0.626,0.51
LmjF.07.1040,401,105,43,14,0.559,0.524
LmjF.07.1050,1271,68,30,14,0.592,0.544
LmjF.07.1055,521,103,57,16,0.599,0.507
LmjF.07.1060,69,18,10,5,0.638,0.478
LmjF.07.1070,661,79,27,26,0.608,0.458
LmjF.07.1080,491,35,8,5,0.629,0.511
LmjF.07.1090,1285,45,6,6,0.602,0.527
LmjF.07.1100,296,87,24,18,0.561,0.598
LmjF.07.1105,767,223,108,28,0.611,0.58
LmjF.07.1110,1131,44,22,6,0.637,0.462
LmjF.07.1120,1908,106,22,18,0.607,0.519
LmjF.07.1130,289,72,54,5,0.536,0.498
LmjF.07.1140,1647,183,62,27,0.621,0.536
LmjF.07.1150,NA,0,NA,NA,NA,NA
LmjF.07.1160,463,1188,454,144,0.557,0.438
LmjF.07.1170,973,153,46,24,0.491,0.602
LmjF.07_749.5,490,6,2,1,0.596,0.439
LmjF.07_752,265,18,5,4,0.638,0.438
LmjF.07_758,NA,0,NA,NA,NA,NA
LmjF.07_759,1268,35,11,7,0.597,0.524
LmjF.07_854,NA,0,NA,NA,NA,NA
LmjF.07_855,1140,188,25,20,0.569,0.672
LmjF.07_859,1308,178,104,12,0.622,0.541
LmjF.07_900,NA,0,NA,NA,NA,NA
LmjF.07_901,1155,217,55,45,0.577,0.485
LmjF.08.0010,590,81,43,27,0.515,0.564
LmjF.08.0020,490,71,32,17,0.531,0.529
LmjF.08.0030,1182,116,59,10,0.498,0.528
LmjF.08.0040,468,116,44,38,0.513,0.562
LmjF.08.0050,434,355,269,17,0.518,0.553
LmjF.08.0060,133,62,29,23,0.541,0.504
LmjF.08.0070,273,68,16,15,0.59,0.516
LmjF.08.0080,578,33,15,10,0.576,0.49
LmjF.08.0090,354,69,18,10,0.61,0.559
LmjF.08.0100,410,81,51,5,0.527,0.598
LmjF.08.0110,565,99,32,21,0.596,0.566
LmjF.08.0120,321,25,8,5,0.62,0.558
LmjF.08.0130,2319,51,10,9,0.576,0.587
LmjF.08.0135,862,82,21,17,0.614,0.528
LmjF.08.0140,208,17,11,1,0.62,0.481
LmjF.08.0150,423,27,10,6,0.556,0.567
LmjF.08.0160,238,73,18,14,0.563,0.546
LmjF.08.0170,5106,217,28,22,0.574,0.584
LmjF.08.0180,195,82,36,14,0.585,0.569
LmjF.08.0190,1538,137,57,9,0.59,0.589
LmjF.08.0200,1210,45,18,10,0.622,0.542
LmjF.08.0210,169,52,36,11,0.55,0.58
LmjF.08.0220,482,29,9,5,0.629,0.602
LmjF.08.0230,490,188,166,14,0.576,0.49
LmjF.08.0240,460,75,66,3,0.585,0.561
LmjF.08.0250,318,69,9,7,0.613,0.513
LmjF.08.0260,312,19,8,4,0.663,0.458
LmjF.08.0270,1703,56,15,7,0.613,0.551
LmjF.08.0280,272,90,73,3,0.592,0.522
LmjF.08.0290,1050,255,109,32,0.597,0.553
LmjF.08.0300,524,58,15,10,0.609,0.571
LmjF.08.0310,374,55,31,6,0.634,0.58
LmjF.08.0320,505,85,63,8,0.608,0.531
LmjF.08.0330,105,88,55,13,0.571,0.457
LmjF.08.0340,NA,0,NA,NA,NA,NA
LmjF.08.0350,2186,38,14,9,0.634,0.5
LmjF.08.0360,663,26,11,3,0.608,0.526
LmjF.08.0370,658,46,14,11,0.6,0.602
LmjF.08.0380,506,36,6,5,0.613,0.543
LmjF.08.0390,253,37,8,6,0.625,0.577
LmjF.08.0400,841,51,22,6,0.617,0.542
LmjF.08.0410,1765,41,14,3,0.555,0.517
LmjF.08.0420,580,10,2,2,0.614,0.466
LmjF.08.0430,666,94,45,20,0.574,0.58
LmjF.08.0440,NA,0,NA,NA,NA,NA
LmjF.08.0450,1043,90,13,12,0.582,0.551
LmjF.08.0460,1021,192,86,33,0.567,0.57
LmjF.08.0470,489,77,14,13,0.624,0.487
LmjF.08.0480,278,16,8,2,0.619,0.594
LmjF.08.0490,392,5,3,1,0.602,0.459
LmjF.08.0500,325,17,8,2,0.606,0.578
LmjF.08.0510,950,59,23,11,0.563,0.498
LmjF.08.0520,168,36,20,11,0.583,0.476
LmjF.08.0530,98,12,3,2,0.612,0.439
LmjF.08.0540,90,36,5,3,0.511,0.533
LmjF.08.0550,1469,197,37,25,0.572,0.493
LmjF.08.0560,25,160,82,32,0.36,0.28
LmjF.08.0570,52,53,22,14,0.538,0.25
LmjF.08.0580,1364,63,16,15,0.525,0.57
LmjF.08.0590,3832,413,294,27,0.561,0.573
LmjF.08.0600,2954,223,31,18,0.55,0.536
LmjF.08.0620,NA,0,NA,NA,NA,NA
LmjF.08.0630,621,121,30,24,0.605,0.549
LmjF.08.0640,1968,881,196,190,0.542,0.573
LmjF.08.0650,2027,204,54,21,0.577,0.608
LmjF.08.0660,1037,37,6,4,0.572,0.567
LmjF.08.0670,2509,3664,2238,164,0.65,0.544
LmjF.08.0680,2513,3691,2201,162,0.652,0.544
LmjF.08.0690,2514,3707,2260,161,0.651,0.545
LmjF.08.0700,2514,3438,2183,161,0.653,0.545
LmjF.08.0710,2512,3758,2190,170,0.645,0.543
LmjF.08.0720,2514,3575,2216,183,0.653,0.545
LmjF.08.0730,2515,3560,2196,152,0.64,0.538
LmjF.08.0740,2513,3688,2194,181,0.652,0.546
LmjF.08.0750,2509,3663,2170,157,0.65,0.544
LmjF.08.0760,2509,3632,2269,183,0.651,0.544
LmjF.08.0770,2512,3580,2243,153,0.652,0.545
LmjF.08.0780,300,30,10,3,0.577,0.573
LmjF.08.0790,99,54,34,6,0.626,0.394
LmjF.08.0795,462,107,27,16,0.671,0.502
LmjF.08.0800,1594,3990,2378,529,0.641,0.522
LmjF.08.0805,159,103,21,13,0.667,0.503
LmjF.08.0810,1615,4039,2335,535,0.641,0.522
LmjF.08.0820,1596,4115,2369,524,0.641,0.523
LmjF.08.0830,1647,4063,2392,513,0.638,0.519
LmjF.08.0840,1594,4073,2333,547,0.641,0.522
LmjF.08.0850,1650,4037,2413,532,0.639,0.52
LmjF.08.0860,1819,696,459,46,0.556,0.542
LmjF.08.0870,2219,450,28,21,0.63,0.545
LmjF.08.0880,858,22,5,5,0.606,0.507
LmjF.08.0890,878,38,8,6,0.575,0.51
LmjF.08.0900,427,94,38,30,0.553,0.527
LmjF.08.0910,111,42,33,2,0.577,0.423
LmjF.08.0920,379,75,26,10,0.602,0.541
LmjF.08.0930,3783,146,30,11,0.596,0.564
LmjF.08.0940,254,53,21,11,0.598,0.571
LmjF.08.0950,275,63,19,16,0.618,0.469
LmjF.08.0960,976,141,56,28,0.59,0.583
LmjF.08.0970,984,49,17,8,0.593,0.538
LmjF.08.0980,2037,11,5,1,0.553,0.587
LmjF.08.0990,1088,29,6,6,0.611,0.538
LmjF.08.1000,134,8,6,1,0.604,0.478
LmjF.08.1010,1244,3741,3016,75,0.582,0.498
LmjF.08.1020,1071,2443,1031,133,0.596,0.548
LmjF.08.1030,789,2158,1066,128,0.611,0.578
LmjF.08.1040,1085,2561,1069,145,0.594,0.547
LmjF.08.1050,1071,2410,1097,139,0.596,0.548
LmjF.08.1060,789,2250,1135,142,0.611,0.578
LmjF.08_1062,1803,61,11,6,0.616,0.498
LmjF.08.1070,1079,2498,1095,135,0.595,0.548
LmjF.08.1080,789,2171,1047,138,0.611,0.578
LmjF.08.1090,405,76,18,10,0.538,0.593
LmjF.08.1100,989,298,61,44,0.522,0.529
LmjF.08.1101,1224,59,18,7,0.548,0.532
LmjF.08.1110,1031,289,71,53,0.532,0.531
LmjF.08.1120,1557,466,220,135,0.536,0.599
LmjF.08.1130,558,220,92,17,0.518,0.538
LmjF.08.1140,278,29,6,5,0.604,0.507
LmjF.08.1150,638,38,14,8,0.596,0.55
LmjF.08.1160,306,87,13,10,0.582,0.608
LmjF.08.1170,723,50,38,2,0.604,0.546
LmjF.08.1180,86,49,22,4,0.547,0.651
LmjF.08.1190,405,52,12,12,0.578,0.528
LmjF.08.1200,238,108,14,12,0.559,0.513
LmjF.08.1210,478,42,11,6,0.586,0.588
LmjF.08.1215,585,418,236,36,0.638,0.557
LmjF.08.1218,559,40,9,6,0.631,0.551
LmjF.08.1222,741,990,308,204,0.583,0.514
LmjF.08.1225,1475,161,82,10,0.625,0.567
LmjF.08.1228,898,29,10,5,0.655,0.559
LmjF.08.1230,775,371,269,68,0.652,0.565
LmjF.08.1240,585,418,236,36,0.638,0.557
LmjF.08.1250,563,41,9,6,0.632,0.547
LmjF.08.1260,741,896,308,204,0.583,0.514
LmjF.08.1265,59,94,94,94,0.593,0.593
LmjF.08.1270,1475,156,82,10,0.623,0.567
LmjF.08.1280,673,14,3,3,0.632,0.574
LmjF.08_921,253,1,1,1,0.557,0.684
LmjF.08_922,50,67,19,19,0.42,0.32
LmjF.09.0003,216,13,4,2,0.486,0.514
LmjF.09.0005,171,61,24,5,0.433,0.427
LmjF.09.0010,189,338,135,123,0.402,0.529
LmjF.09.0020,175,35,20,4,0.571,0.411
LmjF.09.0030,219,108,85,11,0.521,0.653
LmjF.09.0040,1552,86,30,8,0.528,0.512
LmjF.09.0050,162,67,13,7,0.543,0.556
LmjF.09.0060,492,1283,613,118,0.47,0.63
LmjF.09.0070,227,39,21,8,0.493,0.595
LmjF.09.0080,1343,63,13,6,0.502,0.516
LmjF.09.0090,2882,111,28,13,0.523,0.656
LmjF.09.0100,1269,34,10,5,0.559,0.542
LmjF.09.0105,333,83,17,15,0.613,0.607
LmjF.09.0110,429,30,11,3,0.606,0.541
LmjF.09.0120,1400,29,13,3,0.573,0.536
LmjF.09.0140,357,38,16,4,0.583,0.599
LmjF.09.0150,576,940,325,297,0.616,0.592
LmjF.09.0152,808,210,72,24,0.621,0.634
LmjF.09.0154,586,152,80,9,0.63,0.608
LmjF.09.0156,808,125,28,14,0.621,0.634
LmjF.09.0158,576,929,315,311,0.615,0.592
LmjF.09.0160,803,91,24,18,0.625,0.634
LmjF.09.0162,576,939,306,305,0.616,0.592
LmjF.09.0164,808,208,72,24,0.619,0.632
LmjF.09.0166,576,948,314,302,0.616,0.592
LmjF.09.0170,586,150,80,9,0.63,0.608
LmjF.09.0172,808,126,28,17,0.623,0.634
LmjF.09.0174,576,936,320,305,0.616,0.592
LmjF.09.0180,560,29,10,5,0.579,0.57
LmjF.09.0190,292,29,11,3,0.582,0.51
LmjF.09.0200,4,39,16,5,0.25,0.5
LmjF.09.0210,152,85,21,12,0.625,0.487
LmjF.09.0220,726,33,5,4,0.614,0.563
LmjF.09.0230,384,101,27,8,0.544,0.591
LmjF.09.0240,276,36,33,1,0.587,0.478
LmjF.09.0250,200,33,8,4,0.59,0.395
LmjF.09.0260,240,70,29,10,0.579,0.504
LmjF.09.0270,772,122,65,28,0.595,0.591
LmjF.09.0280,315,43,22,7,0.625,0.441
LmjF.09.0290,347,24,4,2,0.591,0.481
LmjF.09.0300,660,24,4,3,0.609,0.541
LmjF.09.0310,575,38,8,7,0.591,0.508
LmjF.09.0320,1281,91,22,16,0.568,0.539
LmjF.09.0330,1449,40,9,6,0.503,0.549
LmjF.09.0340,620,39,27,5,0.589,0.652
LmjF.09.0345,4,60,21,5,0.5,0
LmjF.09.0350,341,39,11,5,0.578,0.469
LmjF.09.0360,324,19,7,6,0.593,0.546
LmjF.09.0365,475,41,9,8,0.598,0.539
LmjF.09.0367,341,34,9,6,0.563,0.46
LmjF.09.0370,187,32,17,8,0.679,0.417
LmjF.09.0380,1306,123,33,23,0.616,0.554
LmjF.09.0390,352,26,16,3,0.571,0.588
LmjF.09.0400,2290,164,78,40,0.59,0.563
LmjF.09.0410,1006,28,6,5,0.589,0.59
LmjF.09.0420,804,26,14,3,0.603,0.623
LmjF.09.0430,715,58,44,6,0.585,0.506
LmjF.09.0440,409,20,3,3,0.511,0.501
LmjF.09.0450,195,26,11,5,0.61,0.523
LmjF.09.0460,NA,0,NA,NA,NA,NA
LmjF.09.0470,1179,59,15,7,0.59,0.595
LmjF.09.0480,217,34,10,6,0.553,0.465
LmjF.09.0490,159,102,34,30,0.61,0.428
LmjF.09.0500,371,75,30,15,0.563,0.571
LmjF.09.0510,514,56,18,9,0.628,0.547
LmjF.09.0520,3061,42,8,4,0.57,0.56
LmjF.09.0530,1505,84,13,6,0.583,0.548
LmjF.09.0540,1124,36,9,6,0.569,0.57
LmjF.09.0550,232,37,21,5,0.556,0.466
LmjF.09.0560,491,83,14,13,0.613,0.493
LmjF.09.0570,1385,38,15,6,0.578,0.488
LmjF.09.0580,1349,48,11,7,0.558,0.601
LmjF.09.0590,286,55,24,12,0.584,0.472
LmjF.09.0600,392,94,43,34,0.559,0.515
LmjF.09.0610,469,48,30,8,0.603,0.565
LmjF.09.0620,361,43,11,7,0.548,0.565
LmjF.09.0630,635,88,22,12,0.562,0.539
LmjF.09.0640,421,80,24,8,0.527,0.487
LmjF.09.0650,127,10,5,2,0.528,0.48
LmjF.09.0660,21,50,20,15,0.619,0.619
LmjF.09.0670,234,17,15,1,0.581,0.581
LmjF.09.0680,31,29,19,4,0.548,0.484
LmjF.09.0690,NA,0,NA,NA,NA,NA
LmjF.09.0700,566,13,10,1,0.565,0.47
LmjF.09.0710,153,29,4,4,0.536,0.627
LmjF.09.0720,401,31,6,6,0.599,0.491
LmjF.09.0730,127,22,19,2,0.638,0.449
LmjF.09.0740,393,32,17,7,0.613,0.44
LmjF.09.0750,410,53,34,7,0.593,0.549
LmjF.09.0760,NA,0,NA,NA,NA,NA
LmjF.09.0770,849,104,36,17,0.565,0.563
LmjF.09.0780,457,65,16,11,0.569,0.604
LmjF.09.0790,116,49,30,7,0.509,0.491
LmjF.09.0800,290,69,44,9,0.579,0.51
LmjF.09.0810,109,105,62,21,0.661,0.505
LmjF.09.0820,585,13,6,2,0.663,0.557
LmjF.09.0830,291,15,5,4,0.601,0.478
LmjF.09.0840,237,48,13,7,0.532,0.578
LmjF.09.0850,321,39,16,6,0.561,0.486
LmjF.09.0860,594,38,11,9,0.591,0.53
LmjF.09.0870,592,69,41,13,0.605,0.52
LmjF.09.0880,588,78,64,2,0.558,0.573
LmjF.09.0890,NA,0,NA,NA,NA,NA
LmjF.09.0900,598,78,17,13,0.587,0.557
LmjF.09.0910,847,301,109,35,0.544,0.511
LmjF.09.0920,856,259,135,22,0.595,0.56
LmjF.09.0930,333,256,93,45,0.553,0.613
LmjF.09.0940,412,95,25,18,0.563,0.539
LmjF.09.0950,47,23,7,4,0.617,0.447
LmjF.09.0960,457,29,12,9,0.602,0.497
LmjF.09.0970,1104,247,61,53,0.572,0.502
LmjF.09.0980,847,111,45,15,0.542,0.591
LmjF.09.0990,NA,0,NA,NA,NA,NA
