gene_id,type,percent_disorder,average_dnds,fpkm,nc,gc,protein_length,gravy,cai,taxon
LmjF.17.1200,orphan,89.02575588,0.51789,13.1308,47.58,0.669,833,-0.76387,0.353,LEISH
LmjF.17.1210,orphan,43.9688716,0.50589,19.6225,47.04,0.635,454,-0.5326,0.373,LEISH
LmjF.17.1315,orphan,8.576329331,1.11695,26.8517,52.47,0.569,523,0.19904,0.257,LEISH
LmjF.17.1470,orphan,38.61386139,0.67334,9.6929,53.71,0.643,243,0.03868,0.361,LEISH
LmjF.18.0240,orphan,7.974137931,0.52146,11.4203,51.15,0.616,404,-0.14579,0.31,LEISH
LmjF.18.0390,orphan,73.44444444,0.68821,7.2642,49.17,0.654,1740,-0.38144,0.298,LEISH
LmjF.18.0595,orphan,16,0.80756,27.3506,57.66,0.622,90,-0.3,0.224,LEISH
LmjF.18.0630,orphan,78.45659164,0.70274,12.4849,53.28,0.644,562,-0.74217,0.302,LEISH
LmjF.18.0690,orphan,49.03954802,0.75263,17.0633,51.73,0.627,825,-0.31188,0.274,LEISH
LmjF.18.0710,orphan,41.47076552,0.68602,6.373,51.2,0.639,1599,-0.306,0.291,LEISH
LmjF.18.0750,orphan,38.4,0.60927,8.1094,49.19,0.638,565,-0.40991,0.288,LEISH
LmjF.18.0930,orphan,61.60427807,0.76837,9.5938,49.78,0.656,875,-0.58,0.305,LEISH
LmjF.18.1020,orphan,57.9175705,0.49902,12.8624,48.42,0.646,1323,-0.53772,0.308,LEISH
LmjF.18.1180,orphan,73.29881657,0.59588,14.189,48.97,0.652,1292,-0.46834,0.317,LEISH
LmjF.18.1410,orphan,62.04379562,0.67004,26.1997,47.52,0.669,1036,-0.3751,0.359,LEISH
LmjF.18.1550,orphan,12.7348643,0.4801,7.6373,43.87,0.658,419,-0.04105,0.345,LEISH
LmjF.18.1670,orphan,54.34439179,0.83881,19.2333,50.55,0.612,573,-0.46021,0.305,LEISH
LmjF.19.0370,orphan,93.1630972,0.59633,19.9993,47.73,0.646,1154,-0.57756,0.341,LEISH
LmjF.19.0480,orphan,1.293103448,0.37857,26.2748,40.19,0.628,172,0.30523,0.423,LEISH
LmjF.19.0600,orphan,65.12758202,0.66029,13.3896,48.74,0.648,763,-0.35308,0.345,LEISH
LmjF.19.0840,orphan,10.20408163,0.14425,59.205,34.81,0.652,136,-0.17279,0.598,LEISH
LmjF.19.0844,orphan,10.20408163,0.14425,61.1508,34.81,0.652,136,-0.17279,0.598,LEISH
LmjF.19.0848,orphan,10.20408163,0.18551,62.8631,35.47,0.65,136,-0.17574,0.598,LEISH
LmjF.19.0930,orphan,40.20618557,0.54264,14.8642,53.15,0.627,910,-0.33846,0.276,LEISH
LmjF.19.0950,orphan,46.37514384,0.54698,14.0661,46.56,0.639,809,-0.34623,0.338,LEISH
LmjF.19.0980,orphan,56.5701559,0.23093,21.6864,43.51,0.649,838,-0.6278,0.374,LEISH
LmjF.19.1050,orphan,72.3354232,0.67155,8.3334,50.56,0.633,1216,-0.40099,0.312,LEISH
LmjF.19.1060,orphan,52.36641221,0.35098,20.1434,47.46,0.649,1250,-0.25184,0.35,LEISH
LmjF.19.1090,orphan,0.362318841,0.59909,18.0047,50.92,0.6,216,0.0787,0.332,LEISH
LmjF.19.1140,orphan,47.84090909,0.68927,14.915,46.72,0.65,820,-0.38549,0.34,LEISH
LmjF.19.1170,orphan,76.6194332,0.75915,8.2026,51.14,0.663,928,-0.30916,0.287,LEISH
LmjF.19.1180,orphan,79.76391231,0.60125,9.2036,49.89,0.656,1719,-0.61262,0.296,LEISH
LmjF.19.1240,orphan,33.9603457,0.41147,18.7991,47.58,0.645,1907,-0.19261,0.341,LEISH
LmjF.19.1300,orphan,3.183315038,0.67085,20.3208,47.88,0.655,851,0.09448,0.329,LEISH
LmjF.19.1310,orphan,74.61389961,0.70661,10.2076,53.09,0.627,976,-0.58033,0.278,LEISH
LmjF.19.1360,orphan,2.702702703,0.90737,89.987,44.99,0.538,88,0.97386,0.375,LEISH
LmjF.19.1580,orphan,7.488986784,0.53672,5.0197,52.27,0.621,394,0,0.304,LEISH
LmjF.20.0140,orphan,35.41829554,0.62305,31.0025,52.33,0.626,1219,-0.21468,0.306,LEISH
LmjF.20.0190,orphan,21.75572519,0.43249,11.2625,49.27,0.604,202,-0.46584,0.27,LEISH
LmjF.20.0330,orphan,52.78514589,0.49414,13.8746,51.33,0.639,317,-0.50883,0.303,LEISH
LmjF.20.0343,orphan,20,0.68194,17.8022,41.73,0.664,125,-0.2152,0.263,LEISH
LmjF.20.0570,orphan,44.05940594,0.60776,18.1024,48.65,0.625,546,-0.08645,0.332,LEISH
LmjF.20.0630,orphan,76.8503937,0.68057,10.7565,51.1,0.639,1210,-0.45636,0.292,LEISH
LmjF.20.0990,orphan,17.37588652,0.6853,16.3749,50.28,0.631,504,0.10913,0.313,LEISH
LmjF.20.1000,orphan,76.47058824,0.66643,10.7138,49.37,0.631,722,-0.63393,0.306,LEISH
LmjF.20.1020,orphan,69.90740741,0.82125,32.5952,49.98,0.65,1020,-0.40598,0.318,LEISH
LmjF.20.1030,orphan,94.22382671,0.49685,27.1876,51.26,0.602,217,-1.01889,0.297,LEISH
LmjF.20.1050,orphan,87.27634195,0.50391,35.9432,48.92,0.634,946,-0.75359,0.343,LEISH
LmjF.20.1060,orphan,88.00298063,1.03195,7.2718,50.74,0.625,1282,-0.61607,0.324,LEISH
LmjF.20.1070,orphan,81.48148148,0.59332,23.8092,50.71,0.631,291,-0.76461,0.263,LEISH
LmjF.20.1100,orphan,31.52390438,0.4812,17.788,51.19,0.638,1948,-0.13244,0.305,LEISH
LmjF.20.1110,orphan,83.22259136,0.6027,52.2894,46.57,0.611,1144,-1.16521,0.377,LEISH
LmjF.20.1260,orphan,57.52212389,0.61354,42.444,48.87,0.633,844,-0.25521,0.314,LEISH
LmjF.20.1270,orphan,34.53815261,0.31062,53.3248,47.89,0.623,189,-0.37566,0.464,LEISH
LmjF.20.1390,orphan,83.50100604,0.54948,32.7127,49.54,0.656,437,-0.69222,0.329,LEISH
LmjF.20.1470,orphan,15.1326053,0.40313,15.1974,43.65,0.666,581,-0.02582,0.413,LEISH
LmjF.20.1700,orphan,71.09144543,0.5035,86.4437,45.34,0.664,279,-0.54695,0.518,LEISH
LmjF.21.0450,orphan,0.943396226,0.66108,19.3135,47.4,0.611,258,-0.03101,0.304,LEISH
LmjF.21.0460,orphan,41.09867752,0.77355,19.2151,47.28,0.65,923,-0.33575,0.339,LEISH
LmjF.21.0590,orphan,52.23214286,0.83226,21.5366,48.91,0.639,388,-0.39253,0.316,LEISH
LmjF.21.0870,orphan,70.09249743,0.78804,7.3439,50.12,0.642,913,-0.25498,0.317,LEISH
LmjF.21.0882,orphan,0,0.18654,14.61,36.97,0.63,108,-0.00556,0.454,LEISH
LmjF.21.0901,orphan,12.21532091,0.63341,11.333,49.88,0.649,423,0.0208,0.31,LEISH
LmjF.21.1030,orphan,85.81235698,0.45959,22.408,46.1,0.675,814,-0.5387,0.34,LEISH
LmjF.21.1130,orphan,71.05263158,0.49054,15.705,49.58,0.643,624,-0.46202,0.331,LEISH
LmjF.21.1160,orphan,62.56281407,0.36606,24.1271,47.02,0.648,1134,-0.34762,0.347,LEISH
LmjF.21.1295,orphan,55.25525526,0.52576,15.2765,49.09,0.63,273,-0.08169,0.343,LEISH
LmjF.21.1360,orphan,13.94230769,0.39727,28.0796,46.95,0.628,356,-0.11433,0.397,LEISH
LmjF.21.1460,orphan,72.32924694,0.70575,10.8895,54.28,0.639,511,-0.56712,0.26,LEISH
LmjF.21.1490,orphan,75.06849315,0.85177,20.3304,49.85,0.65,670,-0.34567,0.315,LEISH
LmjF.21.1520,orphan,39.90719258,0.48794,10.0378,48.03,0.65,371,-0.4221,0.312,LEISH
LmjF.21.1605,orphan,39.17050691,0.7057,20.2265,45.44,0.605,157,-0.57643,0.293,LEISH
LmjF.21.1850,orphan,58.0141844,0.53502,17.4426,47.78,0.653,645,-0.69923,0.334,LEISH
LmjF.21.1880,orphan,43.23432343,0.68951,9.7194,52.89,0.643,243,0.02469,0.361,LEISH
LmjF.22.0180,orphan,58.75,0.20992,110.71,45.43,0.604,260,-0.38462,0.458,LEISH
LmjF.22.0240,orphan,95.88688946,0.82982,35.6992,49.18,0.639,329,-0.48967,0.355,LEISH
LmjF.22.0330,orphan,64.05570061,0.45204,26.0554,47.43,0.648,1089,-0.22801,0.35,LEISH
LmjF.22.0350,orphan,27.09677419,0.68729,19.0215,53.92,0.613,250,-0.3296,0.289,LEISH
LmjF.22.0360,orphan,26.30272953,0.2999,17.2239,48.76,0.649,343,-0.28892,0.322,LEISH
LmjF.22.0510,orphan,30.10920437,0.59588,10.9831,49.76,0.645,581,-0.17143,0.319,LEISH
LmjF.22.0630,orphan,84.59616986,0.57944,14.8265,47.18,0.645,1141,-0.57511,0.352,LEISH
LmjF.22.0640,orphan,11.96534921,0.81995,15.8274,53.11,0.626,1787,0.06016,0.299,LEISH
LmjF.22.0690,orphan,43.5508346,0.80795,21.5667,48.77,0.644,599,-0.17479,0.344,LEISH
LmjF.22.0700,orphan,78.56716418,0.93472,9.4812,51.71,0.671,1615,-0.45622,0.298,LEISH
LmjF.22.0840,orphan,78.20895522,0.93131,8.7968,51.82,0.671,1615,-0.45468,0.299,LEISH
LmjF.22.0850,orphan,43.39908953,0.79047,18.5323,48.52,0.645,599,-0.16978,0.346,LEISH
LmjF.22.1020,orphan,40.6,0.66603,6.7901,49.21,0.632,440,-0.24432,0.312,LEISH
LmjF.22.1070,orphan,85.03649635,0.57838,14.6187,51.07,0.643,762,-0.50709,0.235,LEISH
LmjF.22.1150,orphan,40.59139785,0.37957,10.1835,47.94,0.655,1056,-0.25379,0.313,LEISH
LmjF.22.1180,orphan,45.69640063,0.55264,17.9904,47.18,0.641,579,-0.20294,0.327,LEISH
LmjF.22.1280,orphan,24.61197339,0.78296,42.0967,52.33,0.621,391,-0.01049,0.314,LEISH
LmjF.22.1310,orphan,53.87177352,0.82284,15.2833,52.28,0.635,1141,-0.36004,0.297,LEISH
LmjF.23.0160,orphan,1.877133106,0.28201,28.9531,48.49,0.627,526,-0.01046,0.34,LEISH
LmjF.23.0170,orphan,8.710801394,0.35251,22.8472,48.2,0.631,227,-0.27709,0.332,LEISH
LmjF.23.0230,orphan,22.04081633,0.31251,21.1956,50.2,0.604,185,-0.70973,0.298,LEISH
LmjF.23.0420,orphan,21.5,0.38721,10.969,47.12,0.626,140,0.07714,0.349,LEISH
LmjF.23.0470,orphan,82.15158924,0.58578,8.905,54.08,0.638,349,-0.47908,0.291,LEISH
LmjF.23.0610,orphan,36.07784431,0.68104,33.7754,50.46,0.636,608,-0.11842,0.295,LEISH
LmjF.23.0660,orphan,33.57972545,0.52223,21.7041,52.78,0.635,887,-0.08895,0.316,LEISH
LmjF.23.1020,orphan,99.52380952,0.50163,330.569,45.68,0.607,150,-1.394,0.532,LEISH
LmjF.23.1035,orphan,63.97350993,0.72764,27.4187,51.78,0.626,695,-0.39079,0.257,LEISH
LmjF.23.1040,orphan,100,0.73356,69.5962,48.17,0.571,73,-1.58082,0.473,LEISH
LmjF.23.1050,orphan,100,0.72592,191.179,40.24,0.585,57,-1.02807,0.489,LEISH
LmjF.23.1080,orphan,100,0.72592,188.646,40.24,0.585,57,-1.02807,0.489,LEISH
LmjF.23.1082,orphan,100,0.73356,65.279,48.17,0.571,73,-1.58082,0.473,LEISH
LmjF.23.1086,orphan,100,0.87307,192.174,40.24,0.585,57,-1.02807,0.489,LEISH
LmjF.23.1155,orphan,10.87344029,0.58464,8.7231,55.69,0.505,501,-0.48882,0.177,LEISH
LmjF.23.1263,orphan,86.01823708,0.5217,20.2033,51.63,0.637,269,-0.72045,0.303,LEISH
LmjF.23.1267,orphan,43.89140271,0.47553,33.4781,42.52,0.657,382,-0.08979,0.361,LEISH
LmjF.23.1280,orphan,37.28395062,0.52885,11.272,47.83,0.648,1155,-0.25195,0.312,LEISH
LmjF.23.1290,orphan,61.2,0.71025,20.5319,50.35,0.64,690,-0.28304,0.307,LEISH
LmjF.23.1390,orphan,7.555555556,0.37757,20.618,52.13,0.618,165,0.45394,0.339,LEISH
LmjF.23.1440,orphan,0.760456274,0.59072,99.8866,45.24,0.588,203,0.93153,0.339,LEISH
LmjF.23.1500,orphan,6.439393939,0.34119,10.3887,49.65,0.611,468,-0.05812,0.332,LEISH
LmjF.23.1690,orphan,4.927536232,0.28426,25.0533,45.11,0.653,285,0.07158,0.412,LEISH
LmjF.23.1715,orphan,24.21052632,0.3748,13.8943,42.62,0.649,130,-0.57154,0.405,LEISH
LmjF.24.0380,orphan,60.73102156,0.50796,16.0247,49.21,0.629,1007,-0.49911,0.331,LEISH
LmjF.24.0430,orphan,6.9828722,0.57871,11.3964,51.55,0.637,1458,0.00034,0.284,LEISH
LmjF.24.0470,orphan,49.79166667,0.66629,16.4935,51.81,0.612,420,-0.51262,0.285,LEISH
LmjF.24.0590,orphan,3.877005348,0.25237,15.4918,39.87,0.645,688,-0.20029,0.45,LEISH
LmjF.24.0800,orphan,69.93957704,0.87778,14.5246,52.72,0.63,602,-0.76279,0.276,LEISH
LmjF.24.0980,orphan,86.71116505,0.47983,10.7838,44.94,0.668,1588,-0.84181,0.381,LEISH
LmjF.24.1000,orphan,68.09210526,0.54583,12.6456,47.44,0.647,548,-0.34854,0.333,LEISH
LmjF.24.1040,orphan,28.42535787,0.49577,17.9771,48.98,0.637,918,-0.31155,0.311,LEISH
LmjF.24.1125,orphan,50.34802784,0.64883,22.4964,49.65,0.644,802,-0.41633,0.322,LEISH
LmjF.24.1130,orphan,67.97323136,0.48587,8.0292,47.02,0.651,986,-0.76917,0.334,LEISH
LmjF.24.1260,orphan,0,0.35548,34.9564,41.67,0.552,172,1.16279,0.428,LEISH
LmjF.24.1550,orphan,32.64907136,0.50472,13.8101,46.92,0.666,963,-0.19595,0.337,LEISH
LmjF.24.1600,orphan,100,0.7485,50.3363,35.22,0.656,63,-1.18413,0.627,LEISH
LmjF.24.1850,orphan,35.80508475,0.45194,25.9292,45.29,0.655,412,-0.28495,0.345,LEISH
LmjF.24.1950,orphan,8.490566038,0.24993,24.1006,42.43,0.651,788,-0.04353,0.391,LEISH
LmjF.24.1960,orphan,55.61555076,0.7395,20.4658,47.87,0.644,866,-0.50323,0.316,LEISH
LmjF.24.2150,orphan,87.13450292,0.73691,31.1764,37.42,0.631,111,-0.61892,0.43,LEISH
LmjF.24.2300,orphan,0,0.65663,25.3299,52.3,0.572,236,-0.08051,0.273,LEISH
LmjF.25.0100,orphan,42.7480916,0.03957,24.1393,35.93,0.62,71,-0.62254,0.378,LEISH
LmjF.25.0160,orphan,11.63636364,0.35673,14.3953,51.09,0.605,215,-0.3014,0.298,LEISH
LmjF.25.0280,orphan,48.73501997,0.60664,10.315,51.26,0.629,691,-0.46237,0.295,LEISH
LmjF.25.0305,orphan,47.33333333,0.48221,30.3463,42,0.604,90,0.04,0.325,LEISH
LmjF.25.0390,orphan,0.668896321,0.25505,17.411,47.24,0.629,239,0.06778,0.4,LEISH
LmjF.25.0400,orphan,23.75,0.51375,11.4423,51.41,0.6,100,-0.557,0.32,LEISH
LmjF.25.0460,orphan,67.35751295,0.29425,24.8317,53.13,0.586,133,-0.47068,0.326,LEISH
LmjF.25.0510,orphan,4.166666667,0.65663,9.6809,52.45,0.612,564,0.19911,0.279,LEISH
LmjF.25.0690,orphan,10.98418278,0.44363,15.7941,51.98,0.621,1078,-0.05826,0.288,LEISH
LmjF.25.0770,orphan,13.54166667,0.55485,69.4807,53.72,0.585,516,-0.16163,0.323,LEISH
LmjF.25.0780,orphan,26.70299728,0.47751,49.7327,49.33,0.64,307,-0.30293,0.401,LEISH
LmjF.25.0850,orphan,58.65782933,0.64164,13.7637,51.28,0.643,1147,-0.34943,0.299,LEISH
LmjF.25.0860,orphan,65.70945946,0.71413,11.7933,48.66,0.65,1124,-0.4992,0.31,LEISH
LmjF.25.0900,orphan,19.5,0.51435,11.855,50.75,0.637,340,0.24382,0.336,LEISH
LmjF.25.1140,orphan,58.87230514,0.36595,14.4661,47.52,0.638,543,-0.28656,0.352,LEISH
LmjF.25.1610,orphan,34.97409326,0.05952,30.1206,36.69,0.639,326,-0.66135,0.629,LEISH
LmjF.25.1870,orphan,21.84300341,0.66985,10.5712,50.3,0.646,526,-0.21483,0.299,LEISH
LmjF.25.2120,orphan,77.8597786,0.13368,29.1935,51.06,0.597,211,-0.88483,0.382,LEISH
LmjF.25.2155,orphan,14.46945338,0.63421,13.3979,61,0.511,251,-0.25179,0.175,LEISH
LmjF.25.2240,orphan,1.351351351,0.50256,6.1157,52.6,0.625,532,0.06034,0.303,LEISH
LmjF.26.0050,orphan,81.03975535,0.35559,14.8665,48.44,0.607,267,-0.5603,0.302,LEISH
LmjF.26.0230,orphan,19.72477064,0.53666,10.6767,52.23,0.628,376,-0.22766,0.292,LEISH
LmjF.26.0360,orphan,19.7242842,0.35721,16.7691,50.24,0.636,1826,-0.20022,0.315,LEISH
LmjF.26.0540,orphan,9.053497942,0.49774,15.5216,51.38,0.64,1155,0.1968,0.31,LEISH
LmjF.26.0730,orphan,62.6405868,0.30358,17.5171,46.2,0.66,1985,-0.4136,0.349,LEISH
LmjF.26.0960,orphan,10.46216353,0.55606,8.7444,51.73,0.63,1909,-0.10231,0.296,LEISH
LmjF.26.1130,orphan,80.17867113,0.77182,16.3581,50.98,0.641,1731,-0.52981,0.317,LEISH
LmjF.26.1150,orphan,22.67792521,0.61588,9.5476,48.93,0.647,769,-0.11079,0.344,LEISH
LmjF.26.1260,orphan,36.16236162,0.67612,17.9932,49.99,0.642,1295,-0.11436,0.329,LEISH
LmjF.26.1330,orphan,26.11464968,0.58644,22.1364,53.25,0.633,411,-0.03844,0.299,LEISH
LmjF.26.1460,orphan,11.13924051,0.6475,36.3073,47.85,0.566,335,-0.02209,0.419,LEISH
LmjF.26.1510,orphan,65.52380952,0.58999,10.8773,51.17,0.634,1515,-0.30977,0.297,LEISH
LmjF.26.1770,orphan,21.08843537,0.27706,28.2218,37.57,0.609,87,-0.72644,0.534,LEISH
LmjF.26.1780,orphan,52.94117647,0.45525,21.5375,47.47,0.624,212,-0.66038,0.373,LEISH
LmjF.26.1830,orphan,63.59163592,0.94716,8.9119,52.49,0.633,753,-0.60319,0.268,LEISH
LmjF.26.1840,orphan,34.03041825,0.43524,9.9094,46.65,0.644,992,-0.11159,0.365,LEISH
LmjF.26.2010,orphan,51.33418043,0.68228,10.1055,48.75,0.63,727,-0.68349,0.311,LEISH
LmjF.26.2050,orphan,29.00843882,0.82944,5.5049,53.64,0.622,888,-0.28716,0.293,LEISH
LmjF.26.2090,orphan,45.66473988,0.2265,53.257,44.78,0.628,113,-0.58761,0.408,LEISH
LmjF.26.2350,orphan,67.37064414,0.95641,14.3918,51.01,0.628,887,-0.48636,0.289,LEISH
LmjF.26.2600,orphan,56.11038108,0.56967,14.805,51.4,0.628,701,-0.45364,0.326,LEISH
LmjF.26.2620,orphan,8.902077151,0.15979,16.7435,50.26,0.592,277,0.22708,0.39,LEISH
LmjF.27.0140,orphan,45.84837545,0.34637,18.3208,60.84,0.587,217,-0.62442,0.268,LEISH
LmjF.27.0240,orphan,100,0.1754,23.3629,27.04,0.727,729,-1.07353,0.482,LEISH
LmjF.27.0640,orphan,14.43850267,0.47247,13.1383,58.66,0.603,314,-0.22994,0.235,LEISH
LmjF.27.0660,orphan,29.73451327,0.3161,16.6497,48.39,0.599,505,-0.29168,0.36,LEISH
LmjF.27.0690,orphan,12.76150628,0.3863,19.321,47.11,0.628,896,-0.03426,0.368,LEISH
LmjF.27.0830,orphan,28.94736842,0.25945,10.6007,49.42,0.636,472,-0.51335,0.332,LEISH
LmjF.27.0960,orphan,4.021447721,0.60485,8.9449,51.8,0.618,1432,-0.01578,0.278,LEISH
LmjF.27.1275,orphan,52.68389662,0.58326,34.174,56.98,0.525,443,-0.68713,0.184,LEISH
LmjF.27.1350,orphan,67.10875332,0.55852,22.5491,43.46,0.633,317,-0.57571,0.38,LEISH
LmjF.27.1600,orphan,8.049535604,0.48922,10.1834,56.48,0.612,263,0.0365,0.304,LEISH
LmjF.27.1650,orphan,67.11111111,0.6045,12.8955,53.16,0.626,1290,-0.52946,0.284,LEISH
LmjF.27.1740,orphan,11.32075472,0.31717,5.9858,38.22,0.626,99,-0.66061,0.397,LEISH
LmjF.27.1790,orphan,63.52549889,0.65716,11.2781,47.83,0.639,842,-0.70534,0.292,LEISH
LmjF.27.1860,orphan,79.22077922,0.8651,14.961,50.84,0.644,864,-0.51123,0.294,LEISH
LmjF.27.1930,orphan,2.415458937,0.74333,5.085,48.63,0.598,354,0.18164,0.333,LEISH
LmjF.27.2010,orphan,89.71061093,0.64102,13.7487,48.29,0.632,251,-0.81275,0.319,LEISH
LmjF.27.2080,orphan,7.042253521,0.15176,7.1646,53.82,0.569,82,-0.63659,0.287,LEISH
LmjF.27.2270,orphan,69.88950276,0.5625,13.3925,49.45,0.647,664,-0.56852,0.297,LEISH
LmjF.27.2380,orphan,0,0.44821,14.9144,45.27,0.583,156,0.91218,0.339,LEISH
LmjF.27.2430,orphan,81.77419355,0.63352,9.6086,51.85,0.663,560,-0.41643,0.307,LEISH
LmjF.27.2640,orphan,0,0.97595,3.403,46.08,0.592,80,0.13,0.323,LEISH
LmjF.28.0230,orphan,68.4754522,0.54991,53.0427,49.15,0.622,327,-0.39694,0.391,LEISH
LmjF.28.0260,orphan,14.70588235,0.27352,16.1078,46.88,0.647,1062,0.02994,0.363,LEISH
LmjF.28.0440,orphan,20.74340528,0.32593,20.0709,46.54,0.644,774,-0.09289,0.355,LEISH
LmjF.28.0485,orphan,36.93379791,0.72671,49.2595,48.08,0.606,227,-0.22026,0.37,LEISH
LmjF.28.0590,orphan,67.73618538,0.30657,22.2359,46.9,0.648,501,-0.48144,0.391,LEISH
LmjF.28.0770,orphan,2.434456929,0.30184,18.7849,58.99,0.496,474,-0.08312,0.205,LEISH
LmjF.28.0860,orphan,43.97163121,0.72099,13.5247,51.13,0.618,504,-0.17659,0.304,LEISH
LmjF.28.1210,orphan,72.05188679,0.61577,24.5237,52.72,0.637,788,-0.43084,0.273,LEISH
LmjF.28.1440,orphan,22.03821656,0.26295,53.7599,45.67,0.597,725,-0.21821,0.367,LEISH
LmjF.28.1515,orphan,100,0.55295,22.263,48.51,0.644,160,-1.24188,0.278,LEISH
LmjF.28.1540,orphan,48.25327511,0.52935,29.8761,46.2,0.627,856,-0.38972,0.366,LEISH
LmjF.28.1560,orphan,73.1078905,0.78786,16.4031,54.08,0.64,561,-0.61123,0.289,LEISH
LmjF.28.2320,orphan,81.43153527,0.85222,23.8699,51.49,0.651,904,-0.56438,0.276,LEISH
LmjF.28.2480,orphan,13.5734072,1.03185,26.1657,44.33,0.642,301,0.15548,0.395,LEISH
LmjF.28.2630,orphan,55.28942116,0.53104,15.4697,49.13,0.657,441,-0.40544,0.33,LEISH
LmjF.28.2700,orphan,56.59655832,0.46232,11.9723,43.63,0.68,463,-0.56091,0.437,LEISH
LmjF.28.2720,orphan,12.08791209,0.12563,15.6855,42.92,0.607,122,-0.06475,0.371,LEISH
LmjF.28.2870,orphan,12.90322581,0.372,21.0605,49.04,0.621,250,-0.1652,0.344,LEISH
LmjF.28.2940,orphan,7.920792079,0.82598,30.3244,45.35,0.62,142,-0.17958,0.252,LEISH
LmjF.28.2970,orphan,43.42629482,0.42425,43.227,53.23,0.578,191,-0.62618,0.276,LEISH
LmjF.29.0050,orphan,8.207934337,0.30533,6.7473,48.54,0.62,671,-0.07496,0.347,LEISH
LmjF.29.0080,orphan,0,0.35018,22.1972,47.52,0.583,124,-0.04677,0.33,LEISH
LmjF.29.0160,orphan,0,0.41786,17.961,51.04,0.61,569,0.66169,0.323,LEISH
LmjF.29.0410,orphan,76.95924765,0.9292,10.9077,56.68,0.651,578,-0.36799,0.283,LEISH
LmjF.29.0520,orphan,39.08450704,0.53557,10.509,49.03,0.655,224,-0.10134,0.321,LEISH
LmjF.29.0580,orphan,60.77348066,0.5162,14.7944,51.08,0.651,483,-0.56046,0.306,LEISH
LmjF.29.0730,orphan,86.36363636,0.5376,21.6155,52.32,0.614,226,-0.82345,0.291,LEISH
LmjF.29.0805,orphan,45.22003035,0.76538,15.8079,53.38,0.634,599,-0.3424,0.3,LEISH
LmjF.29.0810,orphan,48.15361891,0.49751,17.4894,46.98,0.638,617,-0.66678,0.374,LEISH
LmjF.29.0935,orphan,56.17021277,0.41338,48.4135,57.93,0.57,175,-0.48857,0.25,LEISH
LmjF.29.0960,orphan,73.4,0.49283,41.3709,47.91,0.644,440,-0.49455,0.354,LEISH
LmjF.29.0980,orphan,77.19008264,0.76073,12.0146,51.08,0.635,545,-0.59046,0.279,LEISH
LmjF.29.1060,orphan,58.81834215,0.56796,14.8268,50.81,0.644,1074,-0.16462,0.295,LEISH
LmjF.29.1190,orphan,16.56534954,0.2524,24.2773,46.74,0.625,598,0.25301,0.355,LEISH
LmjF.29.1200,orphan,8.695652174,0.50449,15.8685,54,0.632,607,0.22372,0.292,LEISH
LmjF.29.1250,orphan,74.3343983,0.81439,11.7269,51.96,0.638,1818,-0.54764,0.285,LEISH
LmjF.29.1410,orphan,61.57840083,0.56309,34.5969,45.18,0.643,903,-0.3701,0.359,LEISH
LmjF.29.1590,orphan,84.76374156,0.86257,23.6207,53.21,0.639,977,-0.46039,0.278,LEISH
LmjF.29.1920,orphan,42.08955224,0.53732,15.392,53.43,0.611,275,-0.44727,0.279,LEISH
LmjF.29.1940,orphan,61.47540984,0.31756,16.3312,49.24,0.611,184,-0.66957,0.385,LEISH
LmjF.29.1970,orphan,4.95049505,0.61241,14.2658,46.63,0.629,142,-0.27324,0.329,LEISH
LmjF.29.1990,orphan,42.7852349,0.52206,4.3626,50.49,0.625,536,-0.32556,0.326,LEISH
LmjF.29.2040,orphan,49.55223881,0.55068,19.9577,50.51,0.626,1280,-0.56617,0.317,LEISH
LmjF.29.2050,orphan,57.28518057,0.68076,13.3521,52.64,0.62,743,-0.31938,0.301,LEISH
LmjF.29.2070,orphan,42.68537074,0.80156,11.8184,54.92,0.625,439,-0.19021,0.249,LEISH
LmjF.29.2220,orphan,24.30379747,0.52674,32.3334,55.13,0.595,335,-0.20597,0.303,LEISH
LmjF.29.2290,orphan,75.84745763,0.33686,12.0427,53.87,0.632,412,-0.24345,0.326,LEISH
LmjF.29.2430,orphan,79.90255786,0.99119,17.7825,50.19,0.634,761,-0.55848,0.317,LEISH
LmjF.29.2480,orphan,85.39823009,0.58666,21.4268,48.1,0.645,844,-0.80332,0.348,LEISH
LmjF.29.2580,orphan,68.11397558,0.40713,20.8565,51.38,0.631,677,-0.42304,0.351,LEISH
LmjF.29.2610,orphan,25.32133676,0.34231,13.6164,49.59,0.628,718,-0.21379,0.351,LEISH
LmjF.29.2690,orphan,58.42391304,0.53479,30.7473,52.65,0.627,308,-0.07955,0.328,LEISH
LmjF.30.0390,orphan,38.70967742,0.69993,20.4062,50.83,0.595,250,-0.1848,0.371,LEISH
LmjF.30.0500,orphan,94.31192661,0.29197,19.8768,47.1,0.659,485,-0.88351,0.356,LEISH
LmjF.30.0790,orphan,30.02070393,0.68499,11.7302,59.68,0.576,423,-0.50449,0.224,LEISH
LmjF.30.0805,orphan,2.713178295,0.36944,26.6621,53.05,0.599,198,0.39141,0.364,LEISH
LmjF.30.0808,orphan,1.941747573,0.79997,24.7386,54.06,0.593,249,0.35783,0.35,LEISH
LmjF.30.0980,orphan,15.38461538,0.25284,15.346,43.92,0.643,460,-0.18913,0.404,LEISH
LmjF.30.0990,orphan,34.49367089,0.4421,11.2442,47.29,0.647,572,-0.08829,0.354,LEISH
